 Produção Ambulatorial do SUS - Brasil - por local de residência
Valor apresentado por Município e Ano/mês atendimento
Período:2011-2014
"Município";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"Total"
"411810 Paranacity";-;-;1229,44;32533,91;36467,97;32479,05;31926,64;28439,77;36948,82;38307,79;46167,43;43933,43;37486,39;37517,80;42456,05;38688,67;33247,65;35104,78;32014,15;44537,91;34979,69;39406,19;36929,86;36740,92;46572,57;34067,37;38168,53;32962,91;32695,05;45442,11;36618,51;35769,28;31985,80;35747,05;47590,85;39813,06;36302,34;30939,63;46354,63;44796,83;42229,83;45604,45;41622,40;49066,89;44985,89;52405,96;49445,28;49063,94;47143,27;50868,63;47629,67;1913437,04
"411820 Paranaguá";-;2237,50;24426,72;366367,86;413126,08;431325,98;426522,02;460182,21;483747,94;458633,18;476865,02;483082,62;475094,07;482908,56;489024,29;421940,17;399738,17;451553,25;496908,82;469334,86;463884,29;474743,57;495518,69;485527,04;510773,88;511791,96;460934,84;399781,87;424696,88;470878,04;496805,56;507354,57;449844,05;495429,67;498508,23;469395,51;573954,64;584419,60;436790,64;384261,75;486222,75;511047,74;557916,47;562080,73;505278,59;525294,65;514639,19;540565,01;567117,12;534568,00;495400,89;23108445,74
"411830 Paranapoema";-;-;-;10316,94;13047,24;12368,78;10796,45;10623,96;13729,42;13935,31;17908,52;13852,56;10860,51;9782,95;11831,18;10759,76;11279,79;11987,03;11650,44;11693,53;11855,17;11568,12;16973,38;13022,97;11354,42;12568,58;9193,03;9029,92;10681,31;14568,60;20156,25;14875,24;11875,12;14403,65;20454,47;18144,94;19287,54;17992,99;16203,17;14084,31;13927,14;15790,62;15186,22;15452,19;17673,81;15927,91;22094,22;14872,56;20434,76;17784,09;21573,64;685434,71
"411840 Paranavaí";-;-;4941,26;412008,11;411534,40;454048,00;426990,10;448232,40;413078,34;430262,62;451384,08;422245,65;408082,63;439443,86;395841,42;422272,95;412285,95;475830,57;519740,68;504948,47;493146,98;491457,16;510549,45;476637,24;551222,75;495758,59;392907,56;448840,60;417730,70;444369,45;464272,29;513610,93;481989,43;507754,38;475100,89;500296,88;575083,96;538358,99;544334,28;494266,35;489601,95;513139,41;518851,52;580811,24;528323,04;564354,17;501672,88;505543,95;574326,36;504117,44;476281,58;23027883,89
"411845 Pato Bragado";-;-;-;26457,56;13422,39;23138,50;16594,06;23202,78;21596,60;22257,91;17042,23;24235,25;21791,83;24549,49;27576,43;21188,75;24647,06;29913,23;31437,28;27171,92;29281,99;27086,29;28970,24;31213,61;30218,81;26314,75;25902,49;26129,44;26014,47;31652,79;31425,08;32241,62;35017,54;35046,38;31608,57;39973,70;25431,01;28593,92;44300,42;31680,52;25741,96;31201,88;31800,89;31646,84;27206,10;29847,83;33272,23;33740,94;35342,02;28476,62;23459,23;1346063,45
"411850 Pato Branco";-;1700,00;5418,16;439002,88;492478,00;480039,86;436638,04;505580,07;516435,54;413229,63;479259,37;406070,44;412357,94;375344,81;382082,92;386708,64;400374,13;429555,15;396106,56;426622,90;409384,49;356766,97;465082,26;391914,88;399373,46;420099,12;351703,81;301119,97;328323,20;340271,60;392628,38;389213,26;383706,78;376431,73;357578,51;352858,60;396983,71;419261,86;402111,68;335933,36;351704,99;399725,36;426677,32;451845,89;435950,45;460708,46;444145,50;436905,02;497190,99;460001,32;439622,41;19760230,38
"411860 Paula Freitas";-;-;28,00;5546,72;5332,44;8965,26;7602,18;8500,34;7046,63;8491,85;9514,73;8861,96;9490,04;9721,95;9923,91;11029,38;10124,49;19529,94;16753,28;19299,62;20353,90;19078,21;13663,69;14622,51;14349,69;16260,74;13312,88;15124,34;14734,18;12271,15;15224,74;16915,04;21332,00;17252,70;27890,61;18613,42;11756,69;11196,84;12032,85;16145,87;14956,39;14594,37;16704,62;16519,17;13100,04;17340,89;11762,97;13633,10;19088,49;24179,17;21935,82;681709,80
"411870 Paulo Frontin";-;-;867,00;17038,43;15487,99;15075,38;12407,57;11446,28;10168,33;15093,60;20891,22;22685,61;22824,32;20836,33;23710,34;34179,18;33123,55;29510,21;21682,67;22240,91;18841,20;20270,95;22111,18;17073,70;27048,51;27006,75;27763,64;32682,25;28550,65;32750,22;36362,04;29520,69;22298,00;28548,27;24745,89;26458,74;29536,55;27835,59;23785,03;26865,13;27996,39;29672,99;29555,12;29744,32;23910,00;25545,12;28921,79;34291,41;31068,06;29901,96;26296,94;1196228,00
"411880 Peabiru";-;-;202,33;77506,87;68978,91;75006,78;78104,58;82324,25;84262,45;82150,65;81844,08;75366,95;79764,01;76308,55;74739,85;82019,57;74218,59;92377,36;62074,32;85348,53;81424,17;83865,89;76190,15;75457,56;72910,61;80019,15;64053,55;49215,15;54912,81;56883,94;54464,28;67842,12;60606,19;71882,19;68969,54;75671,06;81551,46;90675,86;80681,69;74153,09;81444,93;78343,17;80299,62;81394,51;77940,79;70068,39;73308,26;83811,70;87725,91;84536,82;93939,86;3646843,05
"411885 Perobal";-;-;-;21856,05;21467,07;17114,88;29080,08;18073,67;21147,78;20640,36;17409,39;23732,18;24450,34;36517,48;37925,30;34110,49;24154,44;38065,48;35214,93;31114,81;33059,82;28189,36;29006,82;33176,65;30112,73;28251,95;25105,62;121670,02;68519,85;79691,21;79722,13;31071,09;30787,13;44261,50;44857,41;33490,01;23943,71;24505,07;36717,99;30281,61;32834,03;37601,21;33863,44;38747,66;35120,59;38708,56;48341,85;46571,55;40537,81;52400,40;44269,84;1757493,35
"411890 Pérola";-;-;-;31313,24;42695,78;41357,56;40028,03;40993,18;38921,83;40223,29;47784,77;47532,94;44203,75;55565,83;45241,54;34474,86;45205,20;53663,33;43924,90;51117,76;52683,86;48705,55;43063,88;51255,77;51509,65;38436,21;30975,40;134301,91;102464,25;52854,36;71225,80;41638,22;34526,98;39604,85;51641,57;42724,53;45853,05;51879,90;51522,96;67952,98;44216,46;43476,58;43988,95;37867,12;44571,52;47593,71;43070,97;63341,58;76925,36;57210,10;47981,74;2399313,56
"411900 Pérola d'Oeste";-;-;-;39407,84;42364,54;39164,73;41659,96;40924,81;36621,98;36520,47;42217,67;38570,62;43073,13;50764,20;38969,93;36829,94;38588,97;41257,98;46057,73;37935,00;47679,68;44642,94;38125,51;36529,20;49269,00;44057,07;45092,75;43684,09;38736,16;36056,45;40539,39;37404,82;35041,47;40579,89;40340,75;46094,68;46989,00;36618,13;37845,40;39055,43;57262,80;39617,15;39544,35;40911,60;38828,82;42018,54;50403,77;44108,12;32649,51;40220,62;42644,10;1983520,69
"411910 Piên";-;-;806,25;18023,08;22168,40;22391,02;26222,63;23668,39;26648,35;27704,15;32023,18;27540,40;25221,17;30678,39;27511,92;28364,13;24125,59;21217,88;43625,65;31141,64;23976,55;19795,75;19939,00;24705,20;28428,72;23783,50;18312,12;21739,76;18199,96;19601,36;24939,98;27801,35;21688,71;24421,64;30453,38;30088,64;38929,25;34752,57;26232,71;22826,11;34093,65;28870,10;30275,74;26554,67;35264,64;46377,57;34642,38;39173,92;27355,71;35794,29;36471,65;1334572,80
"411915 Pinhais";385,68;1670,05;19804,42;390418,15;436851,56;453619,48;455360,42;463661,71;461079,43;472751,40;501151,63;493766,72;481011,51;492878,86;498581,10;479365,63;437436,61;480566,65;502990,56;497357,96;473187,36;468550,40;495345,54;456711,73;480477,81;450441,54;418468,93;386575,81;360261,02;436165,88;461583,15;469710,20;456352,20;460671,08;473012,24;457944,71;496866,99;486158,37;436142,91;444359,07;485804,48;465898,42;452568,73;477010,83;439476,77;488086,00;466893,19;527066,47;533477,81;484511,18;435996,68;22346487,03
"411925 Pinhal de São Bento";-;-;-;13126,30;12488,48;12854,69;14618,67;19315,99;18140,99;18056,33;19898,30;19893,22;20559,18;18150,35;14882,37;13088,42;16424,01;18738,84;15863,50;18648,63;16726,19;18796,71;17375,87;18979,53;17792,76;20329,57;19318,32;11921,23;15610,65;18905,79;20838,73;20477,07;18122,52;16221,70;17854,32;18475,69;18253,54;20142,29;17126,59;17495,85;20659,91;16299,85;18930,91;16613,71;19273,46;18614,60;20185,19;20509,69;26676,35;17470,82;18587,73;859335,41
"411920 Pinhalão";-;-;-;37360,65;33148,28;35212,09;41921,23;38565,42;37195,90;38555,74;33759,58;35649,07;33588,40;35816,70;36750,69;41346,76;33884,63;35419,49;40030,85;38932,41;35060,08;34516,08;36047,19;36392,00;37803,22;40743,02;44431,36;45210,16;38278,75;41168,05;42312,28;44964,63;45276,01;42071,11;37928,69;35539,70;42084,79;40075,29;36932,98;40013,43;39732,00;43655,67;39091,21;42248,81;21341,92;42714,82;38327,51;43836,30;39264,31;42303,37;33479,02;1849981,65
"411930 Pinhão";-;-;539,50;87794,13;94844,45;98267,47;86525,19;97660,04;116014,49;102541,18;98160,18;104612,81;109061,74;94453,42;96504,97;71210,12;76511,85;89804,46;95113,29;96038,83;106233,69;111309,93;106378,85;110824,59;109074,44;107611,32;75762,18;67749,03;60982,05;73226,01;62818,93;68748,06;74691,78;86216,23;87733,98;83900,97;92237,38;91144,92;86690,40;75231,18;89734,02;105473,68;94937,86;90372,09;104821,78;102794,52;102295,14;87773,14;92710,35;97382,17;86313,20;4408831,99
"411940 Piraí do Sul";-;2794,37;3694,19;65644,16;63604,52;79054,97;58073,98;60714,17;54990,15;76557,23;69465,49;70812,08;62318,16;69470,57;81228,24;100010,53;108957,22;117103,87;101876,60;108264,93;111203,90;116612,92;113759,28;107723,74;99375,70;85099,94;72960,90;76437,11;73312,26;79558,58;85048,31;80189,13;78001,92;83355,82;91582,16;84080,88;100187,48;104622,29;84075,60;74447,44;86458,04;82802,84;94729,59;86229,75;95252,42;94941,61;93200,38;99528,05;98196,41;102695,18;102010,99;4192316,05
"411950 Piraquara";194,88;2917,77;4405,53;296090,64;289888,52;313118,19;304657,41;294584,94;274491,55;281436,79;292099,46;268763,69;301733,07;289027,02;288971,70;261134,53;294114,85;299358,99;271576,41;276228,51;282862,50;273796,23;310448,08;286420,42;323038,45;310521,44;227794,82;234912,27;229791,24;244333,05;279972,04;266278,97;263925,30;267696,02;269561,62;270085,89;269765,47;266471,10;244990,05;231796,68;237536,55;257779,37;248159,01;259079,62;244985,92;268849,86;255039,54;281850,79;305796,39;307848,17;267777,37;13193958,68
"411960 Pitanga";-;-;5446,90;127102,87;135744,38;142216,27;139062,66;149949,46;138628,98;133360,02;137684,43;160168,32;143271,21;185607,47;150522,43;147989,73;150290,08;155398,04;128235,54;153822,11;141579,01;158400,52;172837,54;163910,48;185247,22;179780,44;122469,22;147252,23;118263,95;141085,07;132657,31;152714,37;139880,83;144650,28;145042,04;153416,14;152189,28;150049,43;155254,76;118909,85;137080,93;140508,31;135459,61;129841,84;133815,36;134638,30;136087,50;151964,11;149965,22;150030,63;142059,27;7001541,95
"411965 Pitangueiras";-;-;-;5439,88;5884,04;2932,20;6800,93;7131,09;5382,65;6462,04;7588,05;6614,25;6301,44;6302,89;6343,06;7878,71;7763,82;11516,49;11358,01;10018,08;12595,80;8767,87;8233,90;16536,42;14505,31;9250,97;11655,75;8313,57;11094,41;15195,84;10947,37;14223,79;11401,68;9516,40;15588,29;11970,86;15555,08;16634,08;16184,67;12719,97;16641,04;14395,17;15776,59;13214,39;9475,16;10432,30;14989,87;16118,32;16820,58;13384,02;18258,97;532116,07
"411970 Planaltina do Paraná";-;-;-;11346,76;17476,01;10955,47;12132,19;12566,61;17340,13;13167,16;15837,05;13654,89;15979,18;12967,46;15382,03;11472,56;10866,45;11096,82;16571,67;9724,77;11268,25;6391,90;15783,63;15607,28;13743,94;11637,89;21409,47;17746,40;17345,29;21814,84;23555,60;24787,81;25992,57;19545,84;18988,82;18122,34;17944,64;49016,01;11433,96;8692,30;12181,39;14649,05;10348,03;17972,04;18494,46;14079,56;15749,85;14776,21;13746,52;11242,95;14290,11;756896,16
"411980 Planalto";-;-;-;70593,47;76480,19;79386,82;61713,96;71687,78;63493,89;59989,06;42501,84;38564,51;62370,23;65271,48;68062,07;72252,01;70976,47;83621,34;71486,10;82885,80;75345,36;72703,90;84840,79;80796,89;94123,64;78849,48;71698,70;85387,42;79542,60;81936,22;80757,10;90373,62;75592,41;82662,49;86018,49;79194,45;89692,75;86217,23;82869,44;83469,08;91458,99;88777,51;83260,92;96372,74;91527,12;97025,04;93884,20;98725,20;82277,54;80017,45;87473,52;3774209,31
"411990 Ponta Grossa";1343,60;341074,90;293589,82;1221873,39;1243708,48;1252540,94;1277387,59;1232857,92;1492907,16;1302028,35;1304795,92;1192515,98;1215641,11;1322354,86;1308089,16;1265754,51;1241291,55;1317439,30;1321066,60;1331696,04;1311779,02;1307226,81;1346314,60;1259025,87;1286814,46;1278403,29;1208312,83;1199476,74;1191978,67;1238210,89;1351072,33;1263015,06;1143844,21;1203448,14;1226001,92;1282516,55;1356564,12;1350837,87;1374147,09;1314869,89;1345471,89;1308327,07;1361014,81;1279428,59;1262664,38;1290863,84;1252847,02;1289158,23;1344647,12;1373406,93;1288880,31;62370527,73
"411995 Pontal do Paraná";-;-;393,25;53357,25;44900,40;43473,39;40646,80;54388,13;51665,27;45718,40;58533,32;56566,26;56694,00;58915,21;70183,55;71219,58;56285,00;54057,17;55408,78;71353,12;68398,16;62225,27;57133,01;44735,95;65982,98;44832,34;39911,99;46242,26;48700,62;48066,67;55540,70;55047,31;58727,79;60982,75;60954,40;61633,42;68374,24;74983,72;77728,42;65932,11;69026,96;68691,04;70737,10;79401,30;76024,97;83093,80;86960,54;103814,73;95305,86;108826,75;78141,70;3029917,74
"412000 Porecatu";-;-;6,64;55772,06;64730,94;75522,35;68111,59;64513,58;67383,06;71395,40;82101,29;79390,28;82417,90;77066,32;71727,54;53247,77;68250,75;74531,86;74417,37;72729,76;75662,83;84370,45;85903,85;73527,65;86620,54;75498,00;76977,36;57869,30;71519,90;77487,28;76782,75;75935,46;73909,24;88233,92;81457,74;91910,31;99082,67;81989,44;82843,16;71506,78;74291,99;65682,80;80420,78;77779,87;74794,55;73101,65;79907,61;79309,29;80146,58;68864,40;65889,16;3612593,77
"412010 Porto Amazonas";-;4121,94;4486,10;19239,68;21394,15;17025,90;18464,20;15398,32;24353,05;17799,58;16399,43;13070,08;18344,90;18466,10;21922,05;18444,98;18070,91;17224,40;16832,64;23994,62;21901,23;25744,09;15555,93;11211,99;17951,29;17597,99;19104,89;20346,45;19281,64;23336,12;30617,67;30967,27;22246,51;21774,67;21685,33;21622,80;24351,55;27190,56;25791,11;25169,86;23703,37;31173,14;37526,11;31302,25;24114,10;24232,13;21845,88;18692,28;24554,06;21583,35;18866,70;1046095,35
"412015 Porto Barreiro";-;-;-;8794,27;4595,22;5020,75;6867,28;9365,06;7031,80;7413,11;8452,31;9284,02;8528,45;4565,60;6030,70;6696,09;7242,07;11444,38;8302,58;8257,75;8271,35;10879,07;9054,26;13662,24;9053,72;10643,63;10477,86;5593,05;9102,58;8415,67;12275,15;13761,72;20360,98;22300,26;21176,19;24270,73;21663,07;20496,39;18477,02;20135,70;21839,24;11973,30;12134,89;12552,45;8840,60;12809,04;17773,09;16214,59;18605,40;11510,04;10055,04;572269,76
"412020 Porto Rico";-;-;191,47;6132,71;4546,87;5071,68;4411,20;4117,22;4987,93;7650,27;5279,80;3549,62;5374,05;4447,20;5574,13;5857,16;5964,65;8306,36;11458,84;9892,63;8187,99;10875,56;19581,15;13823,21;10904,54;14600,19;9151,90;8215,29;13511,79;17600,94;8784,63;9724,05;11909,60;12401,62;14239,00;14471,27;17104,73;11637,86;22921,33;10725,46;21465,45;10918,65;19355,40;21439,80;11451,74;13894,49;14903,41;13192,23;20388,69;14639,80;25619,11;550454,67
"412030 Porto Vitória";-;115,00;182,38;14838,88;22512,32;20133,55;18507,71;18445,42;16205,98;14976,60;23644,39;19077,92;22343,99;18563,35;17303,27;18905,77;17877,67;21733,92;15929,23;22641,46;20314,94;25726,02;28099,74;21922,55;22553,76;28027,97;17599,74;18210,56;14701,44;16161,56;21948,69;18988,09;14192,36;18254,60;17303,33;16527,86;22860,31;24827,06;15383,96;19225,13;27253,97;18457,42;29909,22;18961,33;22283,90;12770,88;15151,60;19785,48;14475,65;16307,59;18692,25;940817,77
"412033 Prado Ferreira";-;-;-;16222,67;14606,37;12849,57;14452,88;16180,59;19672,78;21840,14;19755,93;16145,84;18295,64;13307,24;14244,16;16723,03;17365,77;21299,63;20830,81;21614,61;24937,02;19397,99;25630,79;22972,26;30694,55;19952,54;21601,26;22936,71;22277,64;22656,26;18210,60;19564,52;20602,32;21211,92;20376,61;25251,06;24075,77;23501,99;16497,35;18551,18;19900,00;19966,87;19954,33;24123,71;17759,27;20247,55;16877,50;17613,44;18063,13;19624,87;15273,53;945712,20
"412035 Pranchita";-;-;-;33244,11;32652,03;36756,41;29258,61;30056,92;29081,43;27170,66;32165,90;26135,99;34543,07;37769,29;30351,84;32472,02;32418,54;32968,21;29873,65;34613,89;29993,70;51715,19;42573,81;40248,97;30282,86;29373,02;32957,52;43110,74;36701,16;32394,01;53574,62;36267,00;35528,90;37129,40;38858,44;47713,26;44035,06;42054,73;39903,07;35440,07;59957,43;35196,38;28315,79;33232,44;43065,30;37313,92;39203,16;39705,03;38883,45;31347,41;44119,35;1751727,76
"412040 Presidente Castelo Branco";-;-;45,00;8560,01;12622,56;10913,39;11776,36;11596,09;10362,60;8305,00;11015,16;13651,17;9777,11;9108,89;13641,30;15066,41;11897,51;12040,65;14944,82;9603,34;9514,56;11952,70;11658,20;9645,57;12537,84;20256,89;20530,60;16802,32;9513,13;16146,84;11177,26;9811,17;7787,07;11924,11;17929,68;24405,53;27064,32;25767,64;18773,90;22943,01;18006,98;12012,79;17151,08;21844,62;21891,43;25023,37;25274,22;19330,83;19171,50;18361,51;20999,23;730137,27
"412050 Primeiro de Maio";-;-;-;36302,53;49109,85;53375,76;56991,51;53083,18;54266,56;53888,22;55488,57;53124,58;51014,81;56160,76;60830,91;52967,88;56603,64;67027,35;75578,51;59501,89;58758,50;61509,73;59889,43;61200,13;59969,57;64487,52;55889,14;50125,36;49058,78;53245,50;56036,15;56223,47;54045,97;65551,59;59206,06;65612,07;67609,37;56960,03;60710,27;42234,81;65729,17;47168,55;55461,74;51794,27;49944,41;48133,46;40696,62;45562,57;54723,15;58281,57;52808,27;2673943,74
"412060 Prudentópolis";-;250,00;2033,00;151927,94;144868,50;142399,49;133272,50;134034,50;153090,23;163415,82;160797,68;160036,71;170594,65;145682,73;156624,27;146625,44;153726,88;168170,14;181929,91;170038,64;141845,62;177320,49;187536,19;223163,68;221340,59;220184,43;143418,71;146585,65;147657,60;146945,77;163525,09;153111,54;179808,83;177373,97;197452,57;198738,44;223104,74;194647,46;188306,28;174010,39;181513,80;178544,33;170581,87;172970,63;184692,24;214052,41;205757,64;199994,99;208938,34;200888,65;184570,43;8348102,40
"412065 Quarto Centenário";-;1286,00;-;18760,23;14217,42;15742,86;21379,44;23118,30;21032,87;19782,98;23867,68;25400,97;16873,97;21709,24;19384,97;26198,38;25340,20;23963,25;20028,06;14899,58;16406,77;16878,27;24429,21;19423,29;20432,30;21473,34;16300,78;17587,49;16876,35;17629,17;15548,25;23856,10;22455,22;27815,73;26105,81;25499,04;28997,29;31339,62;30027,07;22861,78;38083,58;30920,94;25457,34;22947,17;26363,14;28360,08;31631,71;28341,46;31024,57;40973,33;29751,81;1128784,41
"412070 Quatiguá";-;-;-;31278,57;33245,58;34595,54;42402,71;37087,34;42453,51;39800,98;45643,16;41279,75;39653,10;36397,66;33766,50;37109,64;30914,21;33300,45;32927,25;35408,17;30210,66;26013,53;33709,01;38579,42;45037,72;38115,26;31774,55;22239,02;36769,26;38168,14;45390,49;43451,41;51006,31;44829,65;35169,63;36707,75;49060,89;35997,77;31482,27;30636,20;47166,50;45572,45;49350,59;48470,35;40209,93;44776,39;42315,03;41281,24;36520,08;28336,61;18913,07;1814525,30
"412080 Quatro Barras";-;180,00;5408,35;99059,21;105354,02;100491,03;106209,70;96969,75;95729,89;95478,07;100821,91;90486,72;84871,67;84029,37;91842,17;92266,19;79303,14;85970,82;84048,72;90197,88;84136,46;119207,44;107688,73;95861,95;96097,19;91804,81;79517,76;84658,84;97999,27;101425,76;91062,28;79265,34;75430,47;83717,90;74942,70;87357,21;82270,12;79799,39;74771,18;81267,81;93019,43;86801,27;88219,55;95791,33;88838,40;88298,66;89377,64;98879,33;93439,08;93552,17;82302,81;4355520,89
"412085 Quatro Pontes";-;-;-;14723,60;12770,60;9224,12;10232,29;10609,64;16816,00;14576,73;13502,60;14184,90;16397,51;22260,34;25690,21;18540,95;19645,18;18824,74;19637,67;12584,14;15961,28;14348,55;11600,10;15357,78;17594,45;18011,07;15142,95;14875,48;13951,10;25648,19;22599,17;22415,55;25683,91;26759,06;22866,03;19500,44;18709,46;22924,66;17284,47;14791,20;19503,12;25350,62;20897,90;16227,17;24404,64;22399,15;21931,45;28114,55;29506,83;33853,41;30933,89;919368,85
"412090 Quedas do Iguaçu";-;-;1885,00;96011,51;91720,03;92968,26;83876,92;90681,46;93381,17;104074,52;106671,70;106002,59;103959,85;108291,91;103636,57;95741,44;112076,84;106067,00;116502,02;108403,35;110921,31;103973,29;96828,23;93832,37;106440,38;111910,67;93410,79;97672,90;111274,19;108570,55;111920,69;110915,09;99008,06;110406,27;109614,62;88702,01;99409,75;111717,03;106275,04;134498,27;123882,25;110503,58;109791,70;103344,31;104509,95;106481,75;100186,46;100592,33;92311,99;113143,31;125466,08;5029467,36
"412100 Querência do Norte";-;-;-;37029,86;39689,54;38584,25;31512,90;37379,63;38096,89;43204,39;40788,70;38593,19;48542,25;38421,93;29087,16;25915,16;35657,47;37870,44;39164,02;46864,68;54273,44;49869,18;60878,24;46206,06;55046,26;47127,23;39526,19;48934,08;43566,89;50105,51;62837,42;56670,21;48264,47;59021,26;58021,87;54008,15;57000,46;79970,81;58414,70;51606,58;67796,76;72883,28;75544,86;90432,39;72278,44;67594,79;71393,44;65012,31;58913,62;61835,48;60260,52;2491697,36
"412110 Quinta do Sol";-;-;-;15883,50;13902,10;13726,78;12858,26;11913,78;12117,32;8280,35;7128,11;9945,53;10316,28;8423,73;11818,20;10264,20;10960,79;14984,28;13684,05;15221,49;12262,64;8489,40;13858,41;12614,61;14555,62;12390,25;12153,69;15457,52;10815,09;15405,28;11956,76;18128,74;18777,04;14203,90;30533,90;24932,28;28932,60;30062,72;29566,39;12689,13;14870,14;12149,10;20020,14;17002,40;18188,25;17614,55;13727,21;20190,25;22031,63;29367,94;14461,18;748837,51
"412120 Quitandinha";-;-;912,44;58594,31;53524,23;52311,80;54308,21;63507,08;51044,74;52748,11;58207,77;67588,34;62100,13;61846,12;58364,88;70117,54;59988,48;79649,65;67174,75;68794,55;55937,73;64464,19;66593,09;58594,78;85085,88;63754,42;50021,48;59979,32;59332,08;53668,68;54631,02;57233,32;67956,64;71107,32;54548,24;54897,43;67602,92;65846,73;58216,56;72680,75;69959,73;79193,65;67380,15;63312,63;69402,76;63878,39;67152,47;59573,98;76358,69;87206,33;48513,28;3034867,77
