 Morbidade Hospitalar do SUS - por local de residência - São Paulo
Valor serviços hospitalares por Município e Ano/mês atendimento
Lista Morb  CID-10: Outras tuberculoses respiratórias, Restante de tuberculose respiratória, Outras neopl malig órg respirat e intratorácicos, Outras doenças do trato respiratório superior, Outras doenças do aparelho respiratório, Outros transt respiratórios orig período perinatal
Período:Jan/2012-Ago/2020
"Município";"2008/Jan";"2008/Jul";"2009/Jul";"2009/Set";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"Total"
"354500 Salesópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;12790,73;4435,54;953,52;11197,93;-;-;-;-;7627,69;13041,53;31471,23;9512,68;-;805,80;1305,49;-;5462,49;4096,03;2393,92;1212,92;499,47;1666,54;-;989,97;3687,11;8120,92;184,97;1638,11;2492,39;4931,49;8442,75;832,65;1598,15;2649,16;3056,30;7692,02;2158,31;1760,32;176,97;4058,37;2784,21;2369,21;18784,15;610,59;1595,44;902,42;29291,38;2767,37;-;-;3307,71;9523,51;598,53;2959,65;3009,85;2325,93;-;822,28;-;-;5476,79;4212,61;-;90,42;14338,86;-;1713,92;18059,05;850,64;-;1253,71;-;1532,32;14576,77;951,65;6047,10;-;4402,61;7149,91;9162,64;1162,35;1562,52;6756,98;2526,91;598,53;598,53;1246,66;1657,19;28326,13;683,77;2196,10;20162,48;7353,29;-;16777,97;2040,66;12688,63;-;-;-;557,90;1625,67;-;442936,97
"354510 Salmourão";-;-;-;-;-;-;-;-;-;-;-;-;-;1883,61;-;-;-;3312,17;159,12;1390,11;598,53;199,32;-;-;603,49;-;-;183,12;640,56;-;-;-;-;-;-;7109,89;-;-;-;-;630,53;795,10;159,12;-;-;1961,36;-;-;-;-;-;231,31;2234,30;797,65;-;6810,69;-;-;-;2113,98;-;-;24992,94;-;-;-;23606,53;-;-;1143,54;206,47;-;-;1410,08;359,58;-;-;-;159,12;-;799,32;159,12;-;50,68;-;-;-;-;-;-;167,12;-;29416,24;-;-;1181,16;-;-;2608,00;918,33;-;6115,32;18910,84;3668,21;-;-;-;-;-;888,85;-;2590,95;3507,52;-;-;-;154673,88
"354515 Saltinho";-;-;-;-;-;-;-;-;-;-;-;606,14;-;-;-;-;-;1848,34;3183,67;611,88;-;-;-;-;5764,52;-;-;-;-;2482,91;1813,25;302,30;-;-;-;-;-;-;-;-;2623,20;1600,71;-;-;-;-;-;-;-;-;35,65;-;-;-;-;804,31;-;479,11;-;-;-;954,58;9596,55;4621,76;-;-;-;-;-;-;-;-;13216,82;-;10145,33;-;3201,58;-;4276,69;-;238,68;-;1197,77;-;3475,15;-;-;766,24;-;30688,46;-;1497,69;-;-;451,47;-;-;-;-;22583,46;7031,60;1142,35;-;-;-;-;-;-;-;-;-;-;4580,58;35,65;-;380,21;142238,61
"354520 Salto";-;-;-;-;-;-;-;-;-;-;14492,67;5556,20;22335,31;16519,57;16418,32;20738,06;27288,96;17588,54;23969,50;38891,26;37139,52;21751,74;34172,68;29691,17;14443,12;6490,76;3553,86;29650,83;41301,64;9222,05;52617,33;21332,02;24660,69;37925,26;66576,30;34044,33;45359,61;18795,98;28702,73;38395,45;54058,22;33226,29;52590,79;85654,78;52319,68;51604,53;90410,43;52165,28;11316,86;16321,24;46847,94;91524,22;37885,50;43457,27;24365,74;44599,53;77622,45;9061,77;47397,06;50646,01;47136,64;23832,73;23300,68;45894,94;87304,92;56795,59;36024,60;78347,45;24302,13;36704,25;36983,31;43208,32;42862,48;24531,21;21206,47;7158,24;23699,21;922,31;38036,64;23001,46;882,66;4237,75;10977,40;28184,41;20381,45;37195,87;5510,59;33872,04;42179,71;22280,23;30055,27;20209,91;18750,12;41777,34;42940,05;26533,51;8716,62;15507,82;31560,75;10395,31;16398,41;25108,58;30084,01;32280,34;55308,20;43695,36;24008,17;34640,84;43606,65;34683,78;27973,06;14699,70;43990,70;40984,30;12183,03;16806,83;3442555,40
"354530 Salto de Pirapora";-;-;-;-;-;-;-;-;-;638,13;-;182,94;-;41,34;3000,27;-;-;10061,10;5440,59;3275,63;4839,85;1589,45;6311,73;630,53;1086,00;-;669,57;1407,36;6806,46;1587,22;-;1488,11;-;949,74;14392,65;897,79;451,47;8860,65;1234,84;99282,02;394,07;-;41610,26;12233,15;2386,62;1958,55;9184,28;-;20570,44;-;504,07;-;3523,65;1186,04;882,07;11501,32;105,10;2655,45;1707,12;-;1981,84;14727,80;14777,96;2557,17;579,72;16355,16;6427,56;1502,22;-;14485,61;1409,19;16208,72;14116,17;11511,23;35244,12;9662,83;711,37;7594,55;360,92;-;30,47;1313,37;1179,31;5448,62;10534,08;1958,77;7507,46;-;3550,87;651,46;4567,89;2829,80;1453,30;3752,18;4838,35;15327,72;28008,39;674,87;8443,84;11225,74;11146,74;36695,16;4358,57;3662,45;5418,64;-;1293,59;15100,54;19077,06;3366,30;2729,80;22438,31;7375,69;714,26;1759,06;1993,45;706167,88
"354540 Salto Grande";-;-;-;-;-;-;-;-;-;-;-;805,69;8974,12;2183,94;5625,81;10402,11;-;159,12;7245,07;6600,40;2713,58;511,31;5421,47;886,05;352,19;10391,49;-;159,12;7056,47;231,75;318,24;467,47;159,12;-;358,30;4805,98;159,12;159,12;-;494,49;7622,88;-;11019,66;-;2576,42;293,90;1177,96;-;1809,87;-;85,25;-;1818,57;486,68;1303,50;352,19;2157,42;2011,35;1705,73;-;1208,64;951,40;1322,07;451,47;1858,33;622,53;745,36;-;-;-;-;1170,89;4978,47;6603,25;499,47;12855,22;-;-;8411,13;5564,61;930,90;1713,52;16361,58;-;2393,39;-;14818,98;3295,34;1797,83;326,30;27896,95;1209,12;812,31;786,75;3791,67;451,47;-;1257,14;1511,77;-;-;1371,70;652,60;19180,00;845,61;678,43;8385,93;302,30;11866,71;3592,61;-;-;-;302,30;159,12;-;284998,08
"354550 Sandovalina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1904,40;-;613,47;-;-;-;-;-;-;-;-;561,41;-;239,75;592,57;12021,41;-;-;223,75;-;-;-;238,68;-;-;3638,01;-;-;2775,46;-;-;-;-;-;-;-;-;-;-;-;-;-;6099,09;2895,46;933,79;762,31;2515,37;-;-;-;-;-;5503,51;-;483,47;1080,59;1779,74;-;13759,42;-;-;472,14;1302,99;731,22;1178,65;-;-;858,57;-;2093,00;-;-;484,81;1714,82;1554,73;-;-;370,00;986,18;197,07;-;-;-;940,04;-;1319,79;-;-;-;-;-;-;-;-;-;-;-;-;451,47;307,35;863,17;-;74447,66
"354560 Santa Adélia";-;-;-;-;-;-;-;-;-;-;-;11262,17;-;-;1841,99;223,75;-;2596,23;9362,65;-;-;-;-;-;226,24;4087,03;-;1517,81;13353,44;3185,09;2780,67;1354,41;1379,83;-;-;2004,14;451,47;7182,90;-;1354,41;598,53;1871,84;7030,07;19893,54;1050,00;1457,07;-;-;-;1455,93;-;2638,41;1302,92;680,60;1123,51;47374,31;7628,54;-;7057,31;2787,72;12767,45;451,47;-;24303,79;-;22508,74;-;-;6353,67;10709,41;1812,61;-;-;-;451,47;2103,63;3908,23;24249,36;2106,85;25703,36;1505,22;8734,01;19028,11;1058,83;693,78;9473,86;-;451,47;12680,63;-;5557,50;953,14;6887,38;11598,28;-;537,57;-;-;451,47;933,32;921,79;-;431,83;22555,51;8186,82;451,47;1954,19;7519,90;1047,44;2085,98;-;1845,58;1577,81;1882,56;675,82;-;437225,84
"354570 Santa Albertina";-;-;-;-;-;-;-;-;-;-;-;-;5966,61;-;4465,39;-;1667,07;467,47;451,47;1128,88;793,97;5318,81;-;615,28;1009,45;-;-;606,53;-;41,73;-;4258,82;-;3612,42;-;15297,46;392,00;618,53;33,34;2039,98;-;683,28;-;-;-;-;2359,81;-;4740,99;-;-;2972,30;3464,26;-;451,47;451,47;3693,41;606,53;829,57;-;4517,85;1112,80;696,32;-;1991,58;1535,24;1703,28;622,53;2230,47;14111,59;-;-;-;-;598,53;-;467,47;33,34;-;-;728,73;-;-;-;1357,51;-;-;-;3658,83;451,47;832,29;-;512,60;3140,09;6011,68;7209,53;-;-;-;520,60;2295,63;13310,70;-;-;-;501,57;1009,45;-;43338,48;29747,60;23449,23;25905,35;10773,99;-;-;1008,31;274422,94
"354580 Santa Bárbara d'Oeste";-;-;-;-;-;-;-;-;-;19967,78;10144,78;21330,07;32576,90;8450,56;68485,11;42462,67;27863,92;3168,67;51618,03;34484,99;27721,27;14775,60;37650,91;31679,78;61796,46;84963,46;28943,06;31422,76;22554,48;34502,42;61269,68;72685,31;30743,60;65236,99;60933,50;71861,04;30893,29;39621,28;6500,76;43776,31;43301,42;22409,20;1787,30;58139,23;25431,06;18603,85;130637,39;49973,90;52052,29;74723,83;29331,44;49147,63;67894,06;37885,01;75621,72;41386,96;1928,91;22709,54;63045,07;56634,70;84787,82;38918,89;47303,52;38687,22;59460,07;21266,05;25253,14;46984,66;3167,21;102715,85;34811,00;17416,71;40776,64;14492,36;69442,78;65100,66;37089,56;33407,47;24180,60;16541,88;28019,36;66583,21;22641,72;88565,31;56995,61;12909,58;90332,85;73483,88;37392,03;26104,52;33800,58;40229,79;33575,90;18843,03;59759,39;72914,32;28330,26;43566,37;37434,78;38183,63;27977,18;15600,08;71706,67;76718,58;51250,97;28265,39;51364,46;20601,47;73844,34;64958,68;40794,42;10808,37;123597,16;45207,94;38241,35;6711,16;4581848,38
"354600 Santa Branca";-;-;-;-;-;-;-;-;-;-;-;1083,03;1311,41;13529,47;1708,22;2591,51;20023,63;1667,78;817,71;-;5465,14;6843,81;-;573,32;603,66;-;-;-;1151,77;1464,64;19353,86;13765,38;7073,17;-;-;-;3770,00;5827,77;9425,25;1743,76;10899,41;10345,94;5236,42;189,00;15048,90;1262,44;18549,07;1660,60;15864,03;24361,08;11124,08;8072,68;9067,66;15581,47;1794,94;5136,09;713,50;11391,83;3721,67;11189,20;1692,68;-;5705,80;8936,82;8490,30;6954,79;17188,55;1572,87;9318,73;-;15584,40;8917,75;-;9850,21;-;15647,01;10955,72;1170,56;18271,06;3215,14;488,60;22488,46;16710,34;-;16650,22;2678,26;34852,84;4961,48;14905,23;4592,20;14877,26;8018,74;1866,22;-;-;486,15;1895,39;5605,40;1431,55;5190,74;20207,35;1116,78;5017,21;549,36;-;1927,17;1229,42;972,73;1488,37;282,83;120,67;-;1859,33;734,94;11390,76;2508,48;651581,17
"354610 Santa Clara d'Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2556,48;1411,37;-;4766,81;-;-;-;-;-;-;370,30;-;-;-;-;-;-;-;-;714,77;-;-;-;2861,25;21760,56;-;-;-;-;-;-;-;-;-;725,20;-;1265,15;-;-;-;-;-;-;-;-;-;-;-;-;456,73;-;685,06;504,19;-;-;435,18;-;-;-;105,10;568,98;-;-;-;-;-;-;-;-;-;2476,24;-;3479,30;-;-;-;-;-;-;-;9635,83;-;895,05;-;-;-;-;-;-;4902,53;-;-;-;612,54;-;-;-;-;-;1262,53;-;-;62451,15
"354620 Santa Cruz da Conceição";-;-;-;-;-;-;-;-;-;-;-;-;-;-;9706,25;1518,72;-;-;7341,78;-;-;434,31;-;-;-;-;-;-;761,57;-;-;-;-;-;-;-;859,07;-;-;-;-;-;-;197,07;-;-;-;-;-;-;-;-;-;-;-;-;263,69;884,43;-;-;-;2538,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9237,48;-;-;-;-;-;-;-;-;-;-;-;5549,05;-;-;5396,76;-;-;-;-;1483,87;-;-;-;-;-;-;-;-;-;-;58,74;-;-;-;1108,95;-;-;-;-;47340,54
"354625 Santa Cruz da Esperança";-;-;-;-;-;-;-;-;-;-;-;-;1221,06;384,57;1098,95;-;-;-;-;8816,82;-;159,12;-;-;625,16;-;-;6479,78;451,47;-;-;1659,75;-;-;-;-;423,20;-;-;-;-;-;494,52;-;-;-;1824,07;467,66;-;159,12;-;536,07;-;-;35,65;-;-;-;-;457,82;-;-;-;-;-;3634,24;6569,76;16318,96;-;1276,56;622,53;-;-;3521,14;-;6013,32;-;-;-;-;532,77;-;-;1116,88;21600,82;-;1464,70;-;494,52;515,47;-;902,26;547,12;1316,85;-;604,52;1014,59;-;3593,15;588,04;507,47;-;-;1051,70;-;-;-;-;494,52;-;-;451,47;-;-;-;-;100048,15
"354630 Santa Cruz das Palmeiras";-;-;-;-;-;-;-;-;-;-;625,16;8287,28;6153,45;6301,37;105,10;1252,39;5907,12;703,63;6288,98;3223,86;5301,49;551,29;1058,39;1223,69;-;16208,84;845,23;1413,21;4851,68;105,10;-;-;7472,26;17802,06;650,33;13543,75;792,91;1526,45;66,49;2984,22;5157,09;432,12;2556,79;1213,84;1197,06;39855,81;12249,99;490,31;9252,90;3170,70;980,51;-;1050,71;1463,79;33684,67;998,06;26487,12;3187,31;-;467,47;-;24023,56;2571,54;547,04;3167,41;-;1004,57;6865,73;4189,51;-;11496,24;-;14857,25;1313,86;13894,59;4892,06;631,87;661,00;1139,67;-;-;782,17;2147,67;-;-;-;1129,76;379,15;-;13094,17;451,47;8052,35;1421,42;-;137,48;1270,31;38037,25;2249,70;22807,14;911,43;5590,38;460,81;1050,68;6883,48;6934,84;4928,20;-;-;1673,52;530,85;2041,79;-;1478,64;1201,13;7113,15;302,30;483459,12
"354640 Santa Cruz do Rio Pardo";-;-;-;-;-;-;-;-;-;-;-;34959,45;1140,25;1373,78;18286,34;7416,69;1782,27;4377,57;1817,61;8383,22;6593,41;549,15;2672,45;2485,07;1949,55;17326,57;14695,11;4986,81;19496,05;36812,55;15257,53;7549,79;22325,01;7400,91;13266,61;5950,20;1060,00;6172,91;3471,58;4108,43;2971,39;21815,44;2332,96;21303,58;15295,08;7947,46;26449,19;24245,60;27396,85;25920,90;474,55;11901,75;14446,05;14994,99;26681,94;29341,23;5224,39;425,53;5703,76;12613,74;8649,51;24110,78;25726,78;24274,69;17698,74;14824,31;19245,83;5433,37;13499,37;52238,84;14334,14;14119,06;18261,13;48210,82;334,24;10223,86;18509,63;11671,66;34308,57;21591,90;10022,43;11367,74;21459,81;46234,89;13030,50;11853,49;8334,20;803,05;12489,79;12667,86;495,12;7059,99;31500,62;6491,56;16814,65;2092,73;23920,68;28583,53;8608,94;5082,20;11294,87;7222,66;7838,98;8879,07;3882,75;64309,99;4879,69;57753,49;5848,66;35633,43;13681,77;10082,95;8579,53;3167,18;14065,10;2185,69;1506640,07
"354650 Santa Ernestina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;175,12;-;-;-;-;5480,00;-;3449,33;-;-;3921,08;-;-;710,74;-;-;-;-;1290,65;-;-;-;3701,29;-;-;-;-;-;-;-;-;33,34;1865,43;-;486,15;-;-;5038,36;15261,25;51,65;-;-;-;-;-;-;-;507,47;-;-;-;-;3256,28;823,67;1134,64;-;-;33,34;319,44;-;-;444,26;-;-;-;-;-;-;1813,15;-;9015,59;-;-;-;7713,23;-;-;704,38;3744,32;-;183,12;1448,97;-;-;-;-;1331,48;94,90;1215,91;512,38;9283,61;-;871,86;-;3557,64;2135,18;-;6146,62;1809,99;-;99565,82
"354660 Santa Fé do Sul";-;-;-;-;-;-;-;-;-;-;-;-;45323,86;26072,44;6369,05;16575,43;10955,39;4725,54;1543,70;6578,03;16112,09;2404,48;6558,03;689,67;12829,45;1732,89;5676,66;1500,70;21258,50;507,51;1419,32;448,34;-;4870,28;5688,49;21258,77;8469,69;31000,29;6660,14;1203,84;6145,51;5213,09;24538,55;2865,72;8472,06;352,19;11037,21;5678,04;-;6843,19;3493,76;5280,52;2418,70;8308,23;7007,47;15877,96;3481,63;1475,76;17207,84;8952,84;1791,80;4067,16;5205,52;2228,66;3501,35;21652,96;29095,23;26351,57;255,75;22165,37;6288,84;4715,10;35975,39;13826,15;9982,04;13140,71;12726,10;3655,82;5264,26;29140,89;26774,83;21915,65;4855,83;4516,49;9762,41;866,85;363,56;5227,11;3396,01;206,26;12443,71;7430,26;5169,65;14723,94;26585,08;5204,86;-;46416,96;1154,00;1891,26;3432,37;18188,14;31999,41;33507,07;21679,37;7977,83;8750,41;-;5762,46;2072,91;3228,15;3683,78;16241,92;2766,66;2716,82;5798,50;1030824,04
"354670 Santa Gertrudes";-;-;-;-;-;-;-;-;-;-;-;17272,76;13847,43;13062,95;14575,25;11666,59;6348,92;8862,60;14028,01;13583,92;7878,14;15727,83;19475,18;14612,16;21095,55;6839,80;13480,27;13067,67;13840,00;23872,04;17669,83;22373,08;16322,95;17143,39;13425,54;23087,29;19043,41;41061,60;13487,39;14285,12;21466,69;15936,06;10410,41;13595,71;13543,23;13550,89;44178,64;17442,10;28800,49;17596,60;34239,72;18902,26;26662,22;12466,70;16121,49;14333,68;16575,77;23576,71;13693,69;13605,99;13644,09;13597,02;25477,15;17676,32;17719,60;16792,88;13653,06;14125,88;14212,37;14309,32;14415,27;16319,93;23916,08;21132,24;11519,20;15943,71;26185,08;14720,58;15132,63;15078,80;14919,05;16301,74;22739,65;17979,63;22543,93;12399,15;14873,09;19228,42;23834,48;14722,19;15126,82;23474,77;15160,42;15379,76;26043,16;17289,72;13371,19;12778,20;14266,30;12419,51;9780,80;1033,02;2259,04;1890,32;2820,61;450,31;16283,45;6447,63;4325,17;801,87;5431,03;2299,65;6204,55;13063,09;1891,49;297,03;1603437,17
"354680 Santa Isabel";-;-;-;-;-;-;-;-;-;-;2838,09;29734,97;1907,98;-;1827,46;3961,67;18336,72;23150,57;4792,83;5168,99;10816,21;28948,28;3402,72;5519,93;5954,05;12667,65;5218,46;1988,52;19514,63;29130,84;1724,78;8479,68;23977,07;2485,94;6488,37;9303,40;45295,02;6058,90;14402,96;5825,14;7945,73;16132,78;11582,35;9037,46;4466,44;5215,43;3844,86;6840,29;9823,54;8299,75;17827,60;13084,09;4481,55;822,28;11706,17;9412,52;38517,55;34339,24;32523,41;40268,70;13381,21;25320,27;892,22;5684,64;11307,64;22419,49;5760,69;17186,95;2477,23;29882,95;13153,32;16861,13;26957,64;29728,89;22538,46;4664,72;44874,20;3170,83;39075,30;3103,15;5496,73;11701,92;2945,05;15895,66;4431,56;6585,37;1021,51;28174,61;20762,51;28955,67;8275,41;20828,20;16472,81;9910,47;9444,56;30268,76;23614,51;9429,06;7802,44;28560,41;17586,20;8564,25;30494,76;5653,57;20943,44;7554,22;12176,32;15515,15;5081,59;25364,57;38500,10;19075,25;32841,67;10972,37;23997,67;4481,30;1532914,15
"354690 Santa Lúcia";-;-;-;-;-;-;-;-;1032,99;-;-;-;966,31;3032,60;-;-;-;685,07;859,15;-;-;-;-;-;-;95,17;458,51;-;-;-;921,79;5735,67;15231,37;-;-;-;-;-;-;15447,49;1702,72;7243,99;1004,41;-;-;-;2456,56;-;-;3839,08;12176,07;29715,75;-;-;921,50;-;-;-;275,65;-;4667,89;-;-;3270,99;1489,56;949,74;33840,83;1145,14;698,72;445,96;17756,83;458,17;188,00;12339,88;-;-;1873,23;1551,20;1089,91;-;-;-;2068,89;-;1903,64;-;-;66,49;-;-;-;1926,96;1644,45;-;-;3263,85;3861,57;-;3545,65;-;228,90;12070,71;-;9373,61;1076,40;1731,63;5900,97;6082,51;-;1323,20;209,20;-;11971,95;-;-;-;253818,48
"354700 Santa Maria da Serra";-;-;-;-;-;-;-;-;-;-;743,21;-;-;-;-;-;-;-;822,40;13511,60;-;-;1156,35;-;822,28;-;-;-;30683,65;-;-;-;-;-;-;-;-;-;1896,39;451,47;2616,20;19294,80;2078,78;3007,23;-;2983,29;43,65;8812,37;-;-;-;-;728,31;-;558,56;-;-;8239,61;-;-;11415,62;-;30509,70;7003,32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49226,47;1501,79;-;-;-;95,17;-;1613,70;-;-;-;-;-;2312,36;-;183,12;-;-;1102,28;1587,20;-;199,12;-;23149,99;4718,12;6958,63;993,08;17953,66;-;-;10192,29;-;-;269165,77
"354710 Santa Mercedes";-;-;-;-;-;-;-;-;-;-;-;-;-;2022,12;-;326,24;-;998,59;-;-;-;-;2505,90;-;-;-;1289,77;-;-;-;3675,61;-;-;-;-;-;-;22530,84;3285,64;2059,95;2663,50;2861,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1809,78;-;-;205,07;-;-;-;-;-;-;-;-;-;-;-;1043,06;-;-;-;320,09;-;-;-;735,53;313,78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;606,53;1905,81;-;1129,75;-;-;-;-;-;-;-;-;-;-;4936,09;-;57224,91
"354740 Santa Rita d'Oeste";-;-;-;-;-;-;-;-;-;-;-;-;4373,42;1050,23;-;-;-;3097,83;-;-;-;3626,07;2143,93;-;26487,91;-;177,75;-;96,23;-;-;-;413,55;-;-;-;261,87;24416,82;584,45;1510,63;-;-;703,91;-;-;-;686,57;-;-;-;-;-;-;-;-;-;-;-;-;1850,33;-;-;-;-;2026,03;1667,09;-;-;-;-;-;-;-;-;3206,34;-;1693,57;-;-;-;-;-;-;-;-;2661,13;939,03;-;-;-;-;-;-;-;-;-;-;-;-;-;-;109,90;-;1249,37;-;-;-;1795,49;-;-;-;-;15082,05;-;8523,23;2950,63;113385,36
"354750 Santa Rita do Passa Quatro";-;-;-;-;-;-;-;-;-;-;-;1066,00;2043,11;1748,43;1599,34;5696,40;16884,20;9143,70;17145,30;797,65;598,53;5574,02;1154,00;3697,83;28492,84;798,99;167,12;7278,34;1512,93;484,81;1050,00;20469,11;36112,55;974,94;27443,36;-;1624,99;11638,26;-;827,66;13447,26;918,94;3501,13;2180,00;1191,49;51,65;695,19;982,94;9879,00;10248,99;16212,13;614,53;-;1253,06;6946,34;4671,76;1279,49;5260,21;11047,86;183,12;3533,30;11900,71;7169,04;3630,23;1313,70;3245,73;1170,25;5504,14;-;-;221,07;167,12;6248,20;6018,40;2279,21;537,42;5101,04;3551,26;4479,33;1880,85;4014,53;34428,29;3940,82;11499,99;950,94;5465,35;499,47;239,94;3256,72;7133,71;2338,78;2677,24;-;5223,47;-;13046,60;114,62;467,47;15405,77;4998,46;11665,95;4223,45;4316,38;3724,96;4484,60;4779,57;11799,77;1797,19;8841,98;7279,97;8504,77;5426,74;-;612,23;-;287,31;557987,54
"354760 Santa Rosa de Viterbo";-;-;-;-;-;-;-;-;-;-;2722,84;1148,89;6015,58;15873,47;7202,89;9386,95;191,12;192,46;4165,27;-;5352,83;24302,36;-;191,12;-;95,17;2421,12;-;16717,21;4337,62;-;41,34;625,16;5088,19;3843,57;13177,42;4161,14;2814,08;10316,12;7259,25;6568,18;5020,09;33,34;638,53;731,61;46555,40;515,47;451,47;1988,24;2083,95;2868,52;4940,75;14164,04;3977,74;16732,49;4759,16;31803,23;51809,05;11515,18;9121,52;9510,22;4416,74;21158,29;9187,53;5092,92;11653,44;66,68;10484,85;1507,79;2250,68;159,12;7887,90;15201,00;-;3091,87;10494,92;3781,20;5361,92;12937,60;1205,70;630,53;-;1120,84;-;3667,60;2302,02;51,65;5867,68;4651,67;1841,92;5798,31;-;948,08;539,66;7819,53;-;922,35;2152,84;3368,13;3651,56;16955,15;4145,01;1942,54;-;1736,10;6630,68;-;3970,14;4668,54;10177,99;8869,45;1331,25;1908,75;-;3593,02;516,81;611151,30
"354765 Santa Salete";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;602,53;-;-;-;183,12;6029,53;2349,95;-;-;-;-;-;-;-;-;-;-;4035,87;-;-;-;-;-;-;-;-;-;-;-;1009,45;-;-;-;-;95,17;-;616,23;-;-;-;2054,19;-;-;558,56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1002,80;-;-;1998,29;-;-;-;-;-;-;-;-;-;14650,89;-;-;-;-;368,80;840,74;-;-;-;-;386,79;-;-;-;-;-;-;-;-;-;-;-;534,70;-;381,16;37698,77
"354720 Santana da Ponte Pensa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33,34;-;-;-;16216,27;-;-;-;-;-;-;-;-;-;-;-;-;-;7378,02;-;-;1439,05;-;-;662,53;-;1097,32;812,28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;606,53;-;-;-;512,22;-;-;-;672,21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;639,84;-;-;-;-;-;-;-;1660,27;-;-;-;-;-;-;-;-;43,65;-;-;-;-;31773,53
"354730 Santana de Parnaíba";-;-;-;-;-;-;-;-;-;-;-;22985,97;14286,15;4902,10;13146,32;10792,28;5775,05;214,34;31581,33;5544,87;21031,46;51712,59;2968,15;6570,86;39666,84;8560,71;13403,76;18165,61;27936,40;18013,49;45108,01;29627,28;18219,78;1517,91;44832,54;34961,35;13662,16;26494,46;16074,03;1999,14;17167,18;41915,08;74864,90;37350,06;10603,13;7147,86;8649,46;15175,10;63204,12;5293,12;38826,29;8019,82;4087,31;51005,82;36836,80;24694,65;33444,46;9330,81;56103,61;11829,36;4648,93;39814,18;31240,54;37652,92;35728,27;50687,66;4421,14;25081,58;2599,69;22046,43;18308,59;70170,94;23385,45;65475,94;46896,31;13989,25;51278,37;29287,59;11504,42;40334,84;2547,45;18593,93;11532,51;40518,35;6320,47;34020,61;25362,99;22290,02;43861,26;17282,56;14716,25;25149,83;10286,00;49690,59;38111,35;12075,10;8182,34;17212,03;29753,67;22524,35;81109,98;8705,48;20158,74;23608,04;9569,49;15778,70;17662,05;69284,30;2541,49;35518,89;43593,48;49099,97;7487,51;12713,67;4833,36;4532,15;2586085,88
