 Morbidade Hospitalar do SUS - por local de residência - São Paulo
Valor total por Município e Ano/mês atendimento
Lista Morb  CID-10: Outras tuberculoses respiratórias, Restante de tuberculose respiratória, Outras neopl malig órg respirat e intratorácicos, Outras doenças do trato respiratório superior, Outras doenças do aparelho respiratório, Outros transt respiratórios orig período perinatal
Período:Jan/2012-Ago/2020
"Município";"2008/Jan";"2008/Jul";"2009/Jul";"2009/Set";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"Total"
"350180 Américo de Campos";-;-;-;-;-;-;-;-;-;-;-;22357,40;-;-;-;659,03;-;-;-;5376,41;-;55,27;1041,49;-;765,26;-;-;651,03;3725,86;6314,03;-;-;-;-;3119,57;-;-;595,66;-;-;-;763,61;-;-;504,87;23641,92;-;-;2540,20;-;-;187,10;1061,44;-;544,59;18643,40;752,62;-;-;-;1522,69;559,12;-;-;-;698,97;-;-;527,94;-;-;496,87;1129,46;-;-;-;-;178,30;7812,20;-;1053,44;-;358,35;-;1091,15;6462,86;863,89;1078,94;1239,31;1063,41;-;-;-;572,48;-;-;1095,41;4149,74;8915,11;674,42;-;-;-;883,88;83,97;8538,41;-;-;-;310,54;-;-;480,87;1557,24;536,14;631,13;147867,00
"350190 Amparo";-;-;-;-;-;-;-;-;-;-;-;5513,99;6312,49;10501,73;11784,56;73903,43;17844,28;12525,93;26050,62;21100,27;11903,04;34103,27;2129,00;20161,11;13001,37;10448,17;23098,13;6830,23;18317,69;3248,34;98120,51;2780,81;17987,21;23283,27;12678,99;13261,40;1463,50;1810,73;25926,32;-;5931,35;10818,72;6387,91;4429,15;36301,02;4760,73;15952,44;3358,44;7325,43;17175,89;11881,17;1771,57;8467,08;20404,07;32446,92;22441,80;12684,97;4216,92;8876,21;8914,12;1379,97;4216,28;3543,30;3547,83;27524,98;22374,39;1729,14;21000,62;2558,83;22726,98;14095,57;7900,07;8064,59;18488,92;51375,01;27802,61;19082,39;11873,28;6310,55;9135,91;12924,79;14471,61;8947,22;26511,49;10034,58;14785,53;13256,35;44781,69;22216,26;4386,34;9647,99;22584,99;3927,81;20043,33;7236,07;2321,25;5036,33;4770,45;21529,66;19598,94;9181,63;7574,01;2387,45;1446,41;35980,89;2226,27;86000,22;36798,35;16119,00;15678,08;6006,73;33228,01;6800,62;9492,61;7432,38;3730,30;1624463,16
"350200 Analândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;488,87;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2493,33;-;-;-;-;-;-;-;-;1035,32;8495,12;-;-;-;-;-;-;-;-;-;-;1649,91;2575,57;4203,08;-;-;-;-;-;-;5370,79;-;-;-;-;-;-;-;-;516,22;-;-;-;-;-;516,22;-;-;-;-;8526,08;-;-;1672,65;-;-;2751,16;-;-;-;-;-;1598,82;-;-;550,72;-;-;-;-;-;617,28;-;-;-;43061,14
"350210 Andradina";-;-;-;-;-;-;-;-;-;-;89491,65;1359,20;21965,51;36046,84;3864,88;14386,31;5304,86;36458,92;23651,39;14245,21;36457,65;73331,64;41774,50;9620,91;12362,78;33565,41;74044,56;21049,14;5377,90;18589,36;24813,52;30160,75;10918,10;51528,57;71922,15;17508,95;51676,61;4326,45;1473,52;9121,32;30320,20;15689,12;37684,59;26089,78;21024,83;7235,26;31363,25;9207,96;6864,52;23589,42;8907,50;21854,45;10195,87;3724,12;13822,08;1634,56;20282,48;16071,31;14400,66;14726,76;20961,55;4523,02;54465,24;37905,58;36405,73;10473,72;34345,19;4755,82;8179,31;12297,21;-;3103,59;36415,93;31486,48;11048,28;10529,04;3942,82;10175,32;10006,06;49843,90;7864,69;8292,58;9212,33;15645,52;20821,16;8923,55;10950,96;5716,41;12807,44;13739,73;40173,42;10637,43;9799,60;20336,28;17735,82;17069,66;10194,70;5506,62;4906,16;24891,27;30467,47;7529,14;52288,31;21078,39;3723,47;16599,38;4681,78;9346,57;3007,22;5098,04;53787,18;5777,69;5577,87;13738,52;14241,42;795,44;2094914,29
"350220 Angatuba";-;-;-;-;-;-;-;-;-;-;-;-;1318,46;-;3614,03;1143,18;2689,05;7747,67;1601,79;863,61;3266,16;2264,85;1089,86;813,68;7335,37;1009,74;4690,40;2274,69;8249,82;12506,74;1106,52;565,49;19397,21;1277,45;1470,88;-;405,80;1005,74;-;997,74;7281,24;22785,42;18223,75;1021,74;2268,97;185,83;5173,64;505,87;492,87;-;26872,71;1161,55;500,87;1114,25;2655,98;-;13013,29;1351,36;8475,31;11512,69;706,70;209,83;1328,34;1203,57;3607,70;2028,10;250,09;1017,74;5060,23;6925,36;686,70;12507,66;20175,87;1640,51;651,03;492,87;1336,99;2422,92;513,91;1420,51;3590,23;18232,13;1213,30;-;15116,26;6974,63;-;348,93;185,83;-;-;4770,06;504,87;11148,96;7998,43;1251,00;2623,73;2325,80;647,67;1489,99;1545,61;3392,73;1226,11;500,87;2645,47;492,87;37278,58;2083,42;699,25;530,45;1926,87;5251,50;10782,56;4038,83;4437,63;-;432744,47
"350230 Anhembi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;393,80;-;-;3188,00;-;787,60;-;12941,24;-;721,30;899,17;41610,73;27237,35;5200,24;8032,44;6513,08;10309,43;1486,61;-;-;457,08;163,10;1211,18;1102,22;8058,11;963,10;1670,16;1406,25;14651,22;-;-;-;-;-;516,22;2579,15;-;-;-;-;-;1540,97;-;-;-;-;926,48;6247,69;9124,53;1845,66;12107,28;417,80;6472,24;-;3013,67;14828,17;27062,03;5361,25;-;1919,69;14293,14;-;429,80;859,38;12121,18;5710,50;-;745,30;-;2403,58;1931,69;769,30;-;13522,88;2273,56;3070,82;12930,81;2811,67;745,30;36407,40;25074,38;15130,62;7690,73;4145,25;1550,60;6407,28;2095,71;6874,28;-;826,82;-;1469,10;3059,17;-;9460,11;9742,32;-;3070,05;-;-;450588,97
"350240 Anhumas";-;-;-;-;-;-;-;-;-;-;-;-;4198,01;-;-;-;-;2003,23;2284,37;1357,88;-;-;-;-;1893,78;-;-;625,57;-;-;278,74;-;-;-;-;-;-;-;1258,23;-;-;2456,32;-;592,09;-;-;-;-;-;-;2363,83;-;-;522,45;-;506,21;-;270,54;6127,53;-;-;-;1634,25;3093,64;1316,07;-;5094,54;-;-;-;-;-;1526,59;-;-;-;993,65;-;-;278,54;-;-;-;5584,55;-;-;6087,79;-;1479,71;-;-;-;-;-;-;-;-;1665,79;-;-;1112,90;-;1191,14;670,05;-;-;-;-;-;-;-;1158,45;-;-;-;1542,33;61168,77
"350250 Aparecida";-;-;-;-;-;-;-;-;-;-;-;3549,61;3951,35;985,74;3957,50;3094,68;666,70;359,74;4552,95;18924,28;-;4537,97;52,22;480,87;664,00;3468,63;2160,22;582,87;2636,23;2841,85;8442,73;3421,95;2194,80;1886,85;8270,91;3215,29;10586,09;1696,08;149849,30;6191,57;17549,10;36006,93;22120,70;8743,50;7756,05;2149,96;14007,47;10133,51;8049,62;2044,46;411,81;1328,95;-;-;6690,23;50673,20;5839,96;21636,77;635,03;6216,92;2026,03;244,40;542,63;4016,87;4543,66;24230,58;22761,11;-;11676,28;28014,84;5026,21;12810,65;2859,90;12182,28;185,83;16955,17;32852,38;36718,12;1592,88;34276,47;7320,18;6245,66;15126,91;19214,34;6115,60;-;1960,35;30260,21;4083,21;26861,89;16946,93;73723,14;52605,11;1487,51;30489,02;3967,94;45047,21;48414,30;60171,41;9033,68;46986,52;65139,32;12494,65;16547,77;22323,75;35351,30;45962,16;26849,56;26981,00;-;17942,30;15252,55;5111,51;13426,39;2120,95;4262,15;1544559,92
"350260 Aparecida d'Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2454,01;488,87;1321,38;488,87;-;-;2549,91;-;-;-;740,03;-;2079,19;-;6229,37;-;-;6443,24;5790,20;647,03;-;-;-;2127,13;9467,65;-;-;740,16;-;674,60;-;-;-;480,87;-;187,10;-;1570,21;657,28;557,32;-;-;861,24;-;2407,48;972,29;-;-;-;-;14808,64;-;-;1253,45;-;-;-;-;-;-;488,87;-;-;2766,45;639,38;-;488,87;-;-;-;-;-;-;-;2233,16;-;512,87;-;-;667,97;480,87;-;488,87;-;-;-;-;-;-;517,51;-;-;-;-;-;573,07;-;659,03;1926,61;-;-;-;78441,05
"350270 Apiaí";-;-;-;-;-;-;-;-;-;-;-;-;916,86;651,03;7781,79;554,85;-;5503,66;33463,60;54710,02;860,86;1148,10;2916,78;-;1002,19;496,87;12829,98;1002,19;1654,19;1089,59;512,87;1814,60;-;607,21;185,83;-;-;2252,74;26678,21;1307,59;744,98;-;29207,93;-;4668,99;82,46;7597,89;4601,39;-;84,40;15673,71;-;-;4141,46;1156,44;677,50;5979,57;22282,36;12033,89;-;4309,47;3537,90;1480,91;-;2333,49;496,87;1563,01;420,58;1480,82;-;10943,43;-;9698,27;1067,99;-;724,43;1515,44;3799,52;651,03;2893,68;427,62;2140,55;1360,17;31203,85;-;5546,26;35019,94;635,03;28048,46;3896,53;30457,91;20260,11;6025,40;-;2501,16;193,83;729,38;27019,82;493,57;17706,77;15732,83;513,57;480,87;185,83;17766,69;3999,01;479,19;-;-;659,03;3691,67;-;4591,12;5621,54;2154,63;630,85;585964,61
"350275 Araçariguama";-;-;-;-;-;-;-;18513,89;-;-;-;-;31914,19;-;262,54;1815,86;-;1982,75;1544,16;494,88;733,68;-;-;12677,54;14326,29;12050,11;3426,91;4665,07;22178,02;1486,61;-;-;1568,16;2243,11;727,53;5522,95;175,57;1682,05;14303,10;2155,36;1009,26;-;21807,36;-;-;-;71126,64;2947,24;883,65;-;-;9616,85;-;-;6863,53;8576,08;-;-;-;8063,39;33401,34;16956,78;8778,83;25521,09;-;-;13390,15;787,07;5338,59;6564,67;9621,94;2293,31;-;-;4526,87;2691,00;-;4500,60;-;-;-;-;1177,75;3642,01;-;-;-;423,88;-;-;-;1709,37;13664,15;4428,28;4805,53;52461,61;25333,23;-;9856,65;10222,91;716,72;45,93;-;2749,19;17792,20;1607,11;3516,55;800,99;-;1901,92;546,45;346,76;1294,94;1513,10;27810,64;1957,52;612041,96
"350280 Araçatuba";-;-;-;-;-;-;-;-;-;-;64687,92;115271,27;81698,95;130063,92;64918,73;143110,90;86944,08;114860,01;104074,09;162356,33;140993,61;191149,82;131900,01;120880,82;125430,73;58577,37;77358,29;67848,68;206811,34;37707,57;83256,74;101195,15;75270,88;56814,88;104357,65;63306,36;127241,88;163475,12;61788,51;128607,54;100685,08;195126,16;171803,50;78242,26;78781,93;113883,26;97588,41;171450,48;84574,43;135286,03;203443,25;94695,68;98237,20;104339,97;70457,57;87882,67;92460,12;76366,88;36518,90;151529,38;95797,24;136026,58;70448,24;126764,87;109386,23;51045,38;41770,64;54345,29;118003,61;27896,90;144209,95;133550,68;62182,89;154209,75;89776,11;54875,43;116034,76;64490,99;150558,87;103479,09;88456,19;147989,78;40618,28;44088,32;135318,18;82536,95;136016,39;77873,55;79973,25;157400,40;71811,09;59213,10;70066,16;86500,23;76208,68;66168,80;124417,40;61357,84;196140,91;72036,86;68838,60;141698,21;124306,62;100884,09;68712,83;65023,12;87886,33;85023,72;55700,08;81527,19;78828,80;74323,13;92703,03;89938,21;58573,41;33972,20;10522297,74
"350290 Araçoiaba da Serra";-;-;-;-;-;-;-;-;-;-;-;16139,90;8672,18;3714,45;19454,53;-;11804,54;-;2538,30;-;3069,09;1544,16;16383,28;11983,98;-;-;-;3984,21;-;12315,36;13960,25;211,10;4169,48;-;10788,95;-;20823,82;-;-;4027,99;74,35;185,76;1595,11;-;-;3742,71;4446,80;1180,74;-;1372,72;-;-;-;1217,06;-;930,59;-;-;5904,92;3610,18;5841,87;4174,68;13069,09;3606,78;-;18692,91;-;10860,91;-;3102,85;290,03;-;723,67;532,37;5272,09;-;21269,97;2889,15;-;-;-;3511,66;-;-;561,82;-;3320,76;-;9052,35;18847,33;2560,26;1840,42;6179,07;5647,40;2669,84;-;10656,58;192,65;36201,88;-;-;-;9847,74;52869,86;250,09;36073,78;17455,72;933,62;7358,54;587,67;39101,92;31032,93;63335,51;662,76;9643,14;17691,99;668260,17
"350300 Aramina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;187,10;44,22;-;-;-;-;-;-;5621,75;-;43562,16;1340,48;-;-;-;-;-;-;-;-;-;635,03;1190,38;635,03;-;-;-;1225,17;1628,66;-;-;2361,62;238,44;-;-;-;11830,12;-;-;-;-;-;-;-;-;-;2286,24;8325,76;-;47842,52;-;-;4281,07;193,83;-;-;5162,25;1012,90;488,87;-;-;881,47;-;-;-;-;2364,25;-;6018,88;-;-;-;-;1137,44;-;-;-;-;48987,14;598,42;7448,42;-;-;-;-;1943,65;209473,27
"350310 Arandu";-;-;-;-;-;-;-;-;-;-;-;-;1038,78;-;-;13895,87;-;-;-;6299,69;1424,85;-;-;-;-;11007,62;-;-;1472,05;254,44;-;433,22;-;-;1094,82;-;-;-;-;-;808,30;-;721,30;187,10;317,48;188,93;-;-;-;1229,88;-;-;-;-;-;-;-;-;-;-;-;16213,54;782,66;635,03;219,10;516,22;211,10;-;-;-;-;-;23644,20;48100,50;6537,42;17687,13;3255,77;6424,73;2249,56;2719,48;-;-;-;-;-;-;-;-;-;-;-;-;-;17558,91;-;-;-;-;-;-;-;-;-;-;9486,41;-;3470,00;11529,67;1654,16;-;7640,59;582,42;-;2804,42;-;-;224297,35
"350315 Arapeí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;773,88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2177,42;-;-;-;-;-;-;2694,82;3676,11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;423,88;659,03;-;-;-;-;-;-;-;-;-;6238,29;15256,21;-;-;-;-;270,54;-;1094,24;528,87;-;-;-;-;33793,29
"350320 Araraquara";-;-;-;-;-;-;146263,67;6873,89;6932,61;31331,76;17782,67;33516,65;45658,25;16652,57;65456,53;49706,46;57807,63;40401,90;46237,74;7339,47;36984,01;21792,06;31536,78;9480,29;44093,69;12053,55;25887,40;24020,63;33683,01;16690,17;31011,20;12986,31;28182,42;27231,45;23569,26;43325,07;39797,10;18363,60;1829,28;53182,88;29573,73;43839,68;69648,17;12791,68;16534,16;64757,91;47515,14;48734,92;53955,12;60716,07;34314,89;41156,36;43549,38;21616,44;68293,33;36108,23;98238,16;37442,81;14869,29;20877,91;24175,95;23651,65;42302,79;36427,27;47337,19;64841,98;20595,31;6069,78;38356,43;31785,51;9060,47;54880,78;27036,04;32487,09;37876,61;4248,90;37905,08;24470,04;57217,88;59206,95;55015,29;32137,31;11348,91;28355,46;37668,63;22176,37;82605,09;76300,36;69622,94;81686,85;41245,37;48753,61;78643,37;12257,10;50557,48;35183,48;37901,08;30002,05;26464,05;11936,16;14692,27;38650,54;97800,89;60153,22;60817,54;51331,14;34980,81;65019,72;52414,17;17315,28;44671,05;81919,42;62164,05;39355,02;68667,78;37342,61;4349285,51
"350330 Araras";-;-;-;-;-;-;-;-;-;-;-;28914,46;100196,09;33920,27;11340,63;108586,72;41341,93;42563,20;7123,13;45365,40;19814,49;38238,50;27040,42;21121,09;9863,43;35017,48;21923,54;41124,85;60168,73;48774,24;24157,22;41325,59;64584,91;67259,50;31259,61;30430,23;12433,21;8352,59;50160,80;25718,08;45810,50;40324,10;9095,12;48299,18;64991,13;8260,65;63459,12;44328,85;32450,28;32459,30;43660,21;32738,51;24270,44;40910,24;39479,77;46602,16;58898,90;64269,50;28621,31;72248,23;48939,37;34177,32;51798,49;24461,03;39621,71;42042,12;5691,76;73245,56;18310,77;3269,23;26236,10;23071,67;19721,68;36526,30;78187,48;25906,76;30188,47;71841,51;24278,71;35686,37;26444,72;61988,14;29641,21;24688,21;12201,65;28583,08;29297,44;39774,91;38706,15;4659,56;16504,74;54422,10;75772,39;26985,25;58101,71;26713,72;38056,18;45237,92;41435,38;19379,49;43418,88;41083,93;74201,85;11494,52;30320,89;77738,81;1990,11;78916,14;48540,61;26366,67;53558,25;46370,08;34737,40;45114,03;26449,23;5148,14;3996543,74
"350335 Arco-Íris";-;-;-;-;-;-;-;-;-;-;-;-;-;-;473,85;3632,75;-;-;-;1105,26;-;2238,68;-;-;-;-;-;-;-;-;432,08;462,85;2462,11;-;611,09;837,07;-;-;-;11371,73;-;-;-;-;-;-;-;-;2824,98;-;1509,76;-;-;-;-;-;908,77;-;-;-;-;-;1876,47;-;-;-;-;-;760,03;-;-;-;-;-;302,54;-;-;-;-;-;-;1900,53;-;-;1466,78;-;407,88;-;496,87;-;-;-;1597,14;-;-;-;-;-;-;-;-;530,45;-;-;-;-;-;9041,50;-;-;-;-;5440,57;-;-;3552,31;56244,05
"350340 Arealva";-;-;-;-;-;-;-;-;-;-;-;-;723,67;2464,99;44,22;-;-;-;1327,00;512,87;-;-;185,07;-;-;-;-;-;193,83;193,83;-;-;-;5395,03;-;-;-;-;3116,27;967,59;-;1676,63;-;44,22;-;-;3036,97;496,87;-;1446,31;2925,59;-;493,57;-;-;531,57;44,22;-;518,97;-;1270,06;-;-;-;-;-;-;2930,40;-;-;-;-;862,43;-;-;-;6782,14;-;-;-;-;-;-;-;-;-;582,42;-;-;498,45;-;1501,48;2819,13;-;-;4806,88;-;-;-;-;479,19;1161,89;-;-;-;-;-;-;-;-;-;7297,09;-;-;1667,82;-;58998,67
"350350 Areias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;480,87;-;-;20470,57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;635,03;-;262,54;-;-;-;-;-;-;-;547,25;-;-;-;-;-;-;-;-;-;-;-;520,88;635,03;-;-;-;1645,85;-;-;-;635,03;-;-;-;-;-;-;2984,04;-;-;-;-;-;5638,37;1120,36;-;185,83;270,54;-;-;-;278,54;12693,45;-;6987,69;-;-;-;-;-;-;520,87;-;-;-;-;56512,74
"350360 Areiópolis";-;-;-;-;-;-;-;-;-;-;-;-;17232,15;393,80;-;901,84;6309,72;952,54;3775,45;1634,48;-;10985,38;1544,16;393,80;-;4887,54;-;-;899,17;-;187,10;787,60;-;-;-;3037,93;23795,51;-;721,30;-;352,03;278,74;25130,21;-;1580,00;-;723,67;11021,80;-;-;393,80;8911,11;713,33;4317,37;-;-;185,83;-;-;757,30;10363,54;1084,45;-;-;25688,31;1757,00;-;41015,59;647,03;473,84;956,66;-;23592,82;2584,45;4881,65;10861,02;15731,76;-;1469,10;-;-;-;-;38727,22;-;37610,82;1852,42;-;581,87;769,30;22849,38;24240,36;163,10;26608,94;14022,33;5574,40;1645,90;8775,39;7437,01;7208,23;64,22;-;-;-;3218,59;-;663,80;711,80;-;1931,69;-;8517,25;988,54;771,67;1885,61;-;490731,72
"350370 Ariranha";-;-;-;-;-;-;-;-;-;-;-;-;393,80;2724,63;-;-;3858,21;602,91;1676,77;1012,45;-;5420,36;-;1804,81;-;528,87;-;3598,50;49326,73;-;-;480,87;-;522,45;-;-;-;1017,74;780,01;-;2172,67;9668,78;855,74;-;-;-;488,87;480,87;780,59;-;-;5628,44;-;863,02;22272,77;-;5912,83;-;393,80;7497,92;-;-;-;1406,25;-;-;738,47;-;684,37;-;1593,19;11271,07;-;-;1349,20;29984,18;9470,30;-;-;1749,48;-;2510,54;-;-;1818,82;4228,47;14468,56;-;-;-;-;-;-;-;393,80;-;-;-;628,04;-;-;935,70;13051,59;-;4462,31;-;4645,41;-;-;530,27;1109,17;8053,76;3269,03;-;-;1203,80;250321,19
"350380 Artur Nogueira";-;-;-;-;-;-;-;-;-;1274,81;-;3603,76;2718,19;28002,30;3201,47;15542,15;3463,83;13928,96;14928,26;2964,88;2856,37;16503,17;11478,46;18944,96;25221,02;57562,35;23005,24;23400,57;12896,44;2161,19;34659,86;36589,90;721,30;8068,29;759,38;84504,20;43411,28;-;-;35781,36;17586,55;6784,03;582,42;21391,80;12648,67;5839,84;1105,12;2114,21;163,10;12919,08;721,30;20063,44;26036,53;-;17542,01;1994,98;44,22;-;1882,25;-;10121,96;1807,59;36949,50;33919,81;14141,87;10681,76;10930,36;13423,37;13645,91;31919,30;69605,86;24253,90;21922,80;16076,65;35819,54;18636,39;99286,88;61574,51;1824,27;949,63;2174,19;25291,76;16467,19;61803,63;9282,87;1873,19;-;110891,78;10816,35;14187,06;71855,03;12026,29;49263,30;29133,47;28416,11;30497,33;17092,78;58512,52;1332,54;5169,96;17992,82;43907,49;37196,94;3333,25;5359,45;68152,62;15701,65;-;49322,76;933,80;32300,56;6764,53;47539,50;7583,38;661,50;504,87;2098407,83
"350390 Arujá";-;-;-;-;-;-;-;-;-;-;1939,28;1439,87;18059,20;6224,19;41855,30;9015,59;16692,45;21898,60;9449,09;11836,01;35545,40;12029,50;33649,30;-;21790,29;44107,91;15194,48;9195,47;121499,20;28633,98;3405,04;16761,15;21418,81;18734,57;-;5847,36;3926,55;12992,27;18384,95;3353,85;883,87;47241,40;4530,06;34064,80;10311,74;118318,03;3029,17;16721,74;7420,13;3065,00;18246,63;1417,04;26643,38;24812,14;3838,10;27605,97;14805,34;64541,70;33390,79;2960,12;17745,92;1667,71;28399,72;52575,43;2494,94;1617,13;-;21517,92;2318,14;1273,85;407,06;5213,43;15738,20;22990,70;2181,30;8590,06;11041,28;18708,14;3462,01;27075,34;21789,28;66800,49;7121,56;26729,29;11193,96;108304,58;6556,35;26457,28;15301,82;3832,86;3538,93;11650,65;11402,23;2345,38;18751,53;26148,27;6421,08;9473,00;3410,55;10597,17;12410,55;3768,63;20267,66;26773,19;58566,22;32753,99;32527,29;27413,27;18858,38;9143,38;10043,59;9594,35;9213,03;74836,44;3999,05;2886,59;2024626,96
"350395 Aspásia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;522,94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2413,33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;431,88;467,94;-;-;-;-;-;-;1942,61;-;-;-;-;-;-;-;-;-;10022,06;-;-;-;-;-;-;-;-;-;-;-;-;-;-;774,13;-;541,82;3304,32;-;-;-;-;-;-;953,94;-;-;-;2397,33;-;-;-;-;-;-;-;747,93;-;-;-;-;5514,84;-;-;30035,07
"350400 Assis";-;-;-;-;-;-;-;-;-;-;-;-;52421,28;9549,30;11262,65;33072,85;3333,05;19925,39;38448,08;13639,33;19650,43;3657,88;1528,97;20984,86;17500,85;7903,69;27585,53;12623,43;41363,51;19026,86;23482,12;25263,34;20187,41;20322,90;50520,08;8026,35;6176,55;13415,07;8395,45;12122,71;19567,79;51573,64;9417,23;40142,07;48484,51;36322,49;50642,32;3526,73;42649,61;45808,09;58993,85;30620,48;34024,84;48805,10;36320,34;5809,41;34853,46;15457,88;13414,86;22963,05;5879,12;13011,27;35181,59;56574,56;30746,63;4669,72;30525,69;72127,64;60452,01;10683,66;41158,64;55622,62;38311,17;20339,87;38964,71;6274,46;40351,23;16213,63;34323,57;11047,95;14901,87;32134,28;22894,10;6684,34;37915,13;25772,61;33286,04;51434,64;41224,39;41064,43;28256,63;57534,69;20080,37;30692,59;23427,24;29689,78;61873,48;24846,42;40417,54;26897,73;11489,49;49405,75;7957,81;30187,45;9803,48;9020,96;30774,70;59872,25;17185,35;41650,32;16180,62;50010,52;41984,69;17497,95;41610,79;10158,97;2909066,81
"350410 Atibaia";-;-;-;-;-;-;-;-;-;-;777,34;20104,74;2079,91;7308,92;11054,57;26613,76;22998,10;7245,13;64045,07;20225,02;12076,10;17433,30;8611,38;75723,96;71268,81;64022,47;9758,11;9511,38;25218,76;56507,08;36518,23;3836,16;17684,72;6719,95;142133,87;36251,37;12490,43;22273,57;30084,63;6105,91;45004,75;66543,38;5108,33;12574,02;37485,07;2915,61;32450,60;27968,57;20762,09;13753,22;19759,92;36875,06;16865,51;21584,47;5813,94;30344,35;12244,30;14799,78;45947,08;27008,76;2734,43;30811,20;35910,04;11638,59;20562,40;16306,45;20729,26;19096,98;23283,05;8208,33;13514,93;52754,52;6915,95;43687,17;15882,24;3084,30;21854,31;3383,97;30671,58;26999,70;32703,49;14776,05;24487,77;33198,94;92438,92;19570,98;26367,43;17292,60;71303,86;67281,65;73033,18;63931,53;12017,73;23813,25;1862,87;10957,95;5073,58;15934,52;16986,09;23335,91;34371,23;26101,47;47054,53;47445,51;85496,78;39601,12;59645,27;46439,14;82372,83;36380,01;46615,92;69679,44;21144,56;35014,78;32359,03;2140,92;3108751,80
"350420 Auriflama";-;-;-;-;-;-;-;-;-;-;-;2642,73;480,87;13697,88;1115,90;-;44,22;2643,46;-;1127,90;674,70;-;2768,02;985,83;-;679,25;-;881,99;480,87;44,22;-;205,83;33056,01;44,22;-;-;201,83;663,03;-;44,22;1514,35;12591,31;12527,63;15460,95;-;19764,16;9241,82;14063,90;3022,08;1193,97;26359,29;24697,63;723,67;60812,53;492,87;44,22;-;520,99;26770,18;-;23900,59;651,03;1005,96;-;44,22;1135,90;-;647,03;-;10496,08;-;17750,63;4025,35;5630,30;-;-;8514,40;6216,41;4818,10;1586,42;1127,90;480,87;-;651,03;-;1934,77;2594,28;-;-;-;7714,25;1272,32;651,03;1322,06;10275,09;4767,66;-;671,03;-;1868,65;-;832,86;703,25;4098,95;-;-;1108,74;723,67;635,03;657,38;832,86;836,86;1095,41;-;647,03;1212,28;427422,21
