 Morbidade Hospitalar do SUS - por local de residência - São Paulo
Valor total por Município e Ano/mês atendimento
Lista Morb  CID-10: Outras tuberculoses respiratórias, Restante de tuberculose respiratória, Outras neopl malig órg respirat e intratorácicos, Outras doenças do trato respiratório superior, Outras doenças do aparelho respiratório, Outros transt respiratórios orig período perinatal
Período:Jan/2012-Ago/2020
"Município";"2008/Jan";"2008/Jul";"2009/Jul";"2009/Set";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"Total"
"351535 Euclides da Cunha Paulista";-;-;-;-;-;-;-;-;-;-;-;5651,11;-;1399,90;-;-;-;-;-;816,15;-;711,25;294,54;8237,47;-;219,10;217,83;-;-;844,86;2885,77;4663,13;185,83;209,83;-;-;4339,29;-;-;635,03;1151,96;691,03;659,03;-;2353,13;14514,78;-;745,98;2255,79;294,54;287,98;-;52,22;524,06;663,70;-;1171,90;2015,58;38695,90;566,88;-;278,54;522,45;-;278,54;1653,02;1724,71;699,03;-;-;1856,04;-;500,93;635,03;496,87;496,87;1814,93;891,89;1192,12;480,87;-;1126,61;278,54;10480,18;-;691,03;-;-;9842,94;651,03;294,54;683,03;12448,29;-;294,54;278,54;-;480,87;701,71;1335,00;480,87;643,03;292,62;-;-;-;1225,45;-;1666,73;-;785,68;1450,04;-;480,87;-;310,54;158400,07
"351540 Fartura";-;-;-;-;-;-;-;-;-;-;-;-;836,86;2558,26;2975,42;967,95;482,93;265,10;-;595,80;3347,79;1267,57;737,38;16769,88;3870,42;28044,07;17794,72;684,76;28246,51;8791,05;2994,72;29565,49;185,83;12199,74;309,32;2157,53;636,30;1132,44;44,22;-;901,33;1220,44;2279,16;3509,28;20216,28;836,10;513,41;884,86;18945,28;786,06;20399,79;1614,18;1144,21;836,86;533,63;3023,23;1486,85;31367,21;1252,74;667,03;2070,77;201,83;2432,13;39619,34;15811,56;-;209,83;415,88;1227,60;254,05;1726,76;1411,50;472,27;839,97;17474,67;19477,67;-;-;2546,88;2521,34;2035,38;2832,36;1482,33;514,45;39912,66;78443,16;1612,96;5993,31;4868,51;10398,93;11310,92;39748,66;33384,76;3635,05;832,62;16550,97;211,10;17102,32;63397,75;25955,32;1309,27;504,87;30833,55;52422,91;3088,80;4634,69;185,83;3778,41;2989,47;11486,95;395,66;-;-;10687,00;27982,08;1881,33;900998,38
"351560 Fernando Prestes";-;-;-;-;-;-;-;-;-;-;-;-;635,03;393,80;1390,06;-;-;-;129,22;745,10;24651,50;19391,17;47950,78;8528,68;-;-;-;-;733,46;480,87;-;-;801,16;-;2132,50;-;-;25085,03;-;-;-;-;10236,55;714,97;-;-;-;-;-;-;49904,98;635,03;1556,99;6300,26;1088,74;-;2282,04;-;-;-;-;-;-;-;1100,52;1758,12;-;51881,99;58211,97;-;3583,55;-;3383,04;-;-;1028,83;308,01;-;-;-;-;4864,61;199,36;1943,44;-;-;-;759,97;1025,50;5831,53;393,80;-;1899,54;635,15;-;7832,27;-;-;702,08;-;393,80;393,80;685,83;-;-;-;-;-;-;-;1227,34;-;-;-;-;-;355811,97
"351550 Fernandópolis";-;-;-;-;-;-;-;-;-;17558,87;-;635,03;27832,04;36476,42;55887,73;15129,73;50155,53;18360,95;2724,17;3535,54;14368,54;7601,25;32287,45;29482,17;9265,70;54455,88;44284,00;17429,75;6228,62;42799,48;25289,04;2709,37;18352,43;23124,46;16780,40;46933,55;47757,56;57805,90;41042,22;48086,06;22988,12;7293,43;7056,35;14816,44;6795,54;37543,75;21149,23;8764,35;17368,26;99792,16;60139,75;27032,68;14412,56;2394,40;30664,99;37618,28;41193,01;4612,49;4647,84;56509,30;21581,99;2993,43;4727,98;706,97;7894,99;2469,39;32538,71;21103,96;22233,16;17727,40;3229,63;10513,84;22429,05;24924,61;50056,69;39066,60;68870,04;9396,43;22741,13;2526,30;33388,90;24840,82;31186,70;25593,86;36565,13;19327,70;1493,12;32720,40;13066,80;2977,96;7483,09;4422,79;35103,73;7659,54;1885,31;23436,67;8484,78;1306,64;6787,27;9233,65;16010,98;17301,84;14303,85;5251,25;37715,64;4121,63;10610,24;738,57;9830,04;10125,62;5944,87;18379,28;32330,87;4307,06;2610,48;2830,86;2244283,01
"351565 Fernão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;488,87;-;-;-;-;-;757,68;-;-;-;-;-;528,87;-;-;-;-;-;-;-;-;262,54;-;-;-;25252,62;3246,40;-;-;-;-;-;-;-;-;-;325,78;-;-;-;-;-;-;-;-;-;-;-;-;1813,60;-;-;-;-;-;-;-;-;-;-;-;-;3651,09;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;721,30;-;-;635,03;37683,78
"351570 Ferraz de Vasconcelos";-;-;-;-;-;-;-;-;6894,59;20695,71;32376,45;55983,23;35457,17;2058,52;46608,05;30393,12;26762,17;60952,44;8903,88;34295,79;32984,96;43170,56;11455,86;22886,97;27677,89;54778,60;34896,17;57934,55;8908,37;39391,86;37029,97;143982,92;24302,27;104004,42;75224,25;18125,65;92926,64;42687,27;25137,07;79780,92;69317,16;42955,74;86581,33;46062,54;42097,21;17233,32;119852,30;24527,70;56345,18;11520,19;19487,20;6762,25;23216,37;30355,16;17602,76;27994,54;20792,95;16128,52;37092,16;4257,64;47120,04;41271,19;52105,04;95138,86;42978,62;25601,36;25283,18;47918,07;24987,93;42685,54;7049,90;19329,79;103170,36;77599,54;28265,55;11874,95;10844,26;45157,88;13296,63;36337,04;16229,99;34548,91;19955,50;76051,74;103865,81;84300,38;58902,90;230461,20;41025,86;47374,91;56954,18;43542,95;59539,19;13428,43;15499,97;16109,67;59849,86;21906,82;26143,45;60574,09;39036,10;56327,73;40700,92;35106,65;11072,31;62797,37;59467,54;59025,54;67286,20;51594,57;61665,00;41175,73;91343,48;72996,22;48428,50;32539,39;4773695,30
"351580 Flora Rica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4453,78;-;-;-;-;-;-;193,83;-;-;-;-;-;6859,06;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7843,62;-;-;-;1693,17;-;-;-;1158,18;-;-;-;-;-;-;4311,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;600,87;-;-;521,50;-;-;-;-;-;-;760,07;-;-;-;-;-;-;-;-;-;-;-;-;52,22;-;-;-;-;-;635,03;1588,81;30671,30
"351590 Floreal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3940,59;1117,86;1342,06;-;-;-;-;-;-;-;-;-;-;-;14524,85;-;-;201,83;659,03;-;-;-;-;-;-;-;-;13845,15;-;-;1617,92;1504,30;-;-;-;-;-;-;-;-;5387,25;-;-;-;-;-;-;-;-;-;-;-;-;5819,70;-;-;521,62;-;-;7365,99;1488,06;-;-;-;-;-;-;-;-;55,27;-;-;-;6509,47;-;-;-;-;-;-;-;-;-;-;-;-;185,83;-;-;873,62;1537,93;-;-;-;-;-;-;-;68498,33
"351600 Flórida Paulista";-;-;-;-;-;-;-;-;-;-;-;-;3464,71;743,32;609,71;379,66;2860,85;185,83;1726,32;512,87;209,83;185,83;233,10;371,66;371,66;1208,43;2393,40;91,49;201,83;589,49;1070,69;1544,16;8657,28;1385,59;657,00;19347,11;589,49;6027,92;1564,26;921,93;2595,87;4976,59;8822,57;-;1450,02;2229,87;9200,56;749,31;1240,19;-;185,83;10911,45;2788,19;11390,08;5544,43;371,66;2246,81;185,83;690,70;12075,50;2569,90;1033,74;3662,70;2618,61;2025,83;876,53;892,53;-;557,49;860,53;185,83;1175,62;7786,57;1196,61;4073,74;1937,87;706,70;820,86;775,08;5227,67;1195,57;-;185,83;884,53;936,75;2515,22;719,25;12475,28;1001,74;185,83;14113,47;8140,61;839,60;480,87;2916,49;371,66;675,03;1123,16;1619,85;6438,28;2176,13;2432,93;2182,44;395,66;1249,45;666,70;387,66;14132,65;1745,06;12444,93;699,03;-;15334,04;3688,56;675,03;1950,95;291725,53
"351610 Florínia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26938,76;-;-;-;-;-;1113,44;-;9033,00;-;-;783,67;-;-;-;-;-;-;-;928,19;-;-;-;-;-;2626,20;-;-;179,10;1785,81;-;-;7936,90;-;-;-;518,97;-;-;-;-;-;-;-;-;-;-;1602,33;22505,48;-;741,26;-;-;-;-;772,12;-;-;-;-;-;-;848,31;-;2047,28;-;-;-;-;3583,02;-;-;5027,03;-;-;-;1945,73;-;-;-;-;-;-;221,24;-;-;350,48;-;780,08;-;-;-;-;-;-;-;-;-;-;92268,40
"351620 Franca";-;-;-;-;-;-;-;-;-;-;92695,59;154908,75;148143,93;30638,97;140978,56;121395,39;226186,50;115840,92;93329,29;67659,18;190954,94;65261,99;154724,14;68312,13;120187,37;107158,28;203531,93;251137,56;109102,15;67447,10;204527,62;181506,08;138253,79;208221,20;167970,18;104862,76;132700,47;120911,82;133592,82;183238,80;144510,85;153391,34;185070,14;189706,07;175185,83;129985,51;194137,79;224955,88;259601,61;170911,71;150941,84;166632,44;191834,74;285688,40;243149,88;278767,15;214550,64;199152,51;158632,74;246554,02;230763,05;113085,91;188095,63;244049,85;257008,13;208738,30;163141,28;155641,15;184008,65;193037,08;283070,48;235771,17;208755,45;222452,84;238379,86;294407,37;241639,81;222534,56;292307,71;270158,91;272803,04;247361,83;151694,79;192938,54;300076,59;231654,81;243118,79;277263,22;195438,11;158617,17;328789,32;169619,78;190595,97;118095,31;153097,61;134360,90;240259,19;263824,59;271300,58;116740,25;249654,45;190790,85;350078,50;286649,05;144851,06;112544,70;234553,63;270146,65;304175,49;206827,48;158367,48;250692,05;266028,87;145514,36;178921,26;60084,33;20183319,09
"351630 Francisco Morato";-;-;-;-;-;-;-;-;-;-;4455,47;107495,35;122244,37;63195,60;54859,42;128918,88;107652,38;73117,15;64976,79;66973,95;27740,07;125526,41;39477,83;37944,77;123853,78;57623,27;96108,42;154778,01;106195,52;98119,44;94235,68;152571,11;85852,18;27566,59;92338,72;52678,56;93284,76;52883,44;74495,12;73179,46;55648,27;73906,52;133113,56;74280,91;114609,63;102222,35;65129,12;87849,46;76606,53;40577,59;69611,02;173496,03;43831,54;77557,62;57239,93;122015,39;13945,72;44491,70;112431,28;92699,62;25698,47;40500,27;32179,34;87004,83;63519,49;104531,49;54138,17;81075,78;23781,76;29943,67;43482,00;57464,43;26633,63;86519,20;99335,01;172836,00;125359,45;71414,66;84409,02;71022,36;76573,53;45474,21;40162,99;80313,78;39299,95;26370,26;69505,26;29969,01;83602,66;86958,72;69792,74;75631,74;76786,55;121928,73;98157,86;42663,71;41645,69;10665,32;13641,47;73449,60;133230,85;51572,44;103724,44;61276,60;105992,75;55772,38;36191,19;68149,93;122187,15;48494,15;92441,90;105728,63;161773,15;27326,81;32994,67;6177,68;7888083,82
"351640 Franco da Rocha";-;-;-;-;-;-;-;2472,41;-;1884,33;22927,58;3773,69;46706,90;14651,77;50148,52;13005,25;37924,16;13633,65;18116,95;4105,25;66513,13;16618,78;13485,45;17717,78;64268,63;18591,70;6054,26;40340,29;5002,84;65309,32;60150,01;57609,93;50127,25;18718,00;83864,38;18698,42;37211,13;67295,70;51711,71;150596,69;50165,99;19914,40;37587,85;24417,10;13862,33;19184,99;1870,70;11440,70;41536,00;39743,15;9167,27;14334,70;30836,43;17891,43;24132,13;96235,39;52663,42;61820,27;30306,73;6406,37;11964,96;26042,77;19936,01;43581,26;33335,42;8725,82;24382,85;42542,24;19829,22;74592,41;5051,72;27744,42;33484,19;35319,95;36237,79;69959,46;22095,91;68713,07;69492,18;8418,40;28387,71;40942,36;6885,69;40692,44;4850,91;15023,79;2600,14;53936,00;35010,24;17628,17;23664,80;11951,17;34221,26;19591,56;63605,96;50887,27;49455,55;10007,38;74026,69;38221,83;31622,53;36945,56;24833,19;51714,59;75183,98;18387,30;14671,91;21119,13;10655,82;45815,83;43918,33;63658,95;23191,42;14281,07;49311,81;2979,70;3574085,30
"351650 Gabriel Monteiro";-;-;-;-;-;-;-;-;-;-;-;-;886,76;-;3543,82;2790,66;852,42;-;5274,37;897,87;-;463,88;1731,81;-;-;6448,22;393,80;-;-;-;635,03;10508,89;-;-;-;3938,16;31763,54;-;-;20070,49;-;-;-;635,03;-;-;-;2494,99;6569,78;-;-;-;-;-;11979,82;-;-;635,03;10746,56;-;-;-;-;-;2396,20;9361,95;-;-;-;26177,64;-;-;2218,03;-;-;-;-;-;-;-;-;809,87;15797,00;819,75;-;2710,32;-;-;262,54;-;-;635,03;-;-;-;-;-;-;-;-;14200,83;-;-;-;2539,69;-;-;262,54;-;-;-;-;-;-;-;-;201452,32
"351660 Gália";-;-;-;-;-;-;-;-;-;-;-;-;-;1228,84;-;525,08;1024,78;-;262,54;-;-;-;-;-;-;-;-;-;-;3386,98;496,87;4426,16;2503,23;5666,50;544,87;1338,46;4841,80;13716,13;2743,78;5448,85;-;4586,98;480,87;5063,79;1406,99;-;4967,98;-;6551,58;-;659,03;6593,68;1123,88;-;5026,33;-;7665,46;14009,64;39029,83;7967,43;-;-;4967,98;-;-;-;34719,42;-;-;8069,56;-;262,54;9041,09;-;2024,02;2981,42;2545,09;-;6392,89;7456,18;-;47,27;4886,98;-;4495,61;6945,26;705,69;13258,84;7126,58;-;3146,74;-;-;-;4979,98;-;5947,69;-;-;1222,55;1544,16;-;3442,30;-;-;520,87;-;541,05;-;3332,88;15079,93;-;8617,04;480,87;-;952,54;319023,36
"351670 Garça";-;-;-;-;-;-;-;-;-;-;-;-;3856,24;1230,74;478,02;959,59;33466,81;972,26;1357,18;391,27;17405,78;560,44;12099,04;17596,49;21954,70;30779,85;13633,34;2021,65;8509,84;1873,41;16277,65;33722,39;19093,79;1780,16;3000,45;16539,75;5643,38;52,22;7108,49;6709,67;9948,32;7365,58;735,25;11474,75;6611,48;68,42;20100,51;10390,45;18513,04;5189,67;893,90;12627,14;727,25;25044,79;2919,60;22849,60;2532,86;9177,35;-;21713,98;11242,46;1347,33;181,65;7707,58;7713,74;25505,35;686,70;4845,85;6712,85;-;68,22;35772,11;18853,14;12066,92;13445,65;23743,29;33832,30;17354,92;5807,21;10901,42;4143,68;29668,25;13359,21;3035,98;1009,01;5423,38;47804,51;21616,07;9654,01;7486,53;480,87;6726,53;14515,45;25228,21;2225,20;12118,08;13708,34;-;18583,71;31354,62;8331,65;10868,67;8475,61;15118,56;19983,94;24029,89;34821,69;18093,49;3215,73;10562,41;10493,24;16609,84;570,27;9617,72;13765,20;2527,90;1180974,68
"351680 Gastão Vidigal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;278,54;3245,95;11332,15;-;-;2048,06;201,83;20623,59;-;-;10588,21;7319,13;4002,40;-;-;-;-;-;361,06;278,54;-;-;-;-;-;-;1478,65;4824,86;-;-;-;-;-;-;-;-;-;-;-;-;-;-;939,97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4607,33;-;310,54;-;-;-;-;-;2017,68;-;-;-;-;-;-;4368,79;-;1210,46;535,96;635,03;5668,65;-;-;-;-;-;286,54;-;-;-;562,45;-;-;-;-;-;7986,69;-;-;-;-;-;6715,42;-;-;102428,48
"351685 Gavião Peixoto";-;-;-;-;-;-;-;-;-;-;1048,45;-;-;-;-;497,30;-;-;1842,60;7179,30;-;-;-;-;-;-;-;-;418,88;-;3454,74;-;-;3221,43;-;-;-;3385,24;3043,91;2322,74;-;-;1713,21;-;-;670,24;-;-;-;-;-;-;-;-;-;-;-;-;1764,93;328,15;14622,01;-;1214,49;-;538,39;-;-;-;-;-;20151,92;-;-;-;-;332,64;-;-;-;-;-;-;-;-;-;-;-;988,54;6342,16;952,54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11902,60;-;1501,99;974,23;-;-;-;-;-;-;90412,63
"351690 General Salgado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;286,54;-;1720,10;530,45;294,54;1669,28;-;504,87;-;-;-;-;-;816,99;2111,04;-;1729,74;1864,77;-;-;-;2443,82;15210,82;-;-;-;6739,91;1969,93;-;-;-;506,45;985,57;-;2588,62;-;5693,00;407,88;-;1572,73;-;19977,01;4988,20;-;511,22;38673,06;1496,59;33036,32;1445,32;2804,41;-;10171,31;48672,00;28262,04;-;31521,01;14837,60;90,15;9258,93;7523,59;2358,41;3991,11;759,73;5947,49;635,03;4402,59;-;538,99;514,45;-;43670,97;16575,56;20270,82;1096,04;1230,37;44,22;16504,54;-;12716,76;-;3305,12;22963,96;13876,58;-;-;-;-;-;-;44,22;-;5223,75;-;-;-;4461,10;5920,47;44,22;-;-;2559,69;5322,35;497894,35
"351700 Getulina";-;-;-;-;-;-;-;-;-;-;-;44,22;-;-;600,15;-;-;6894,68;996,53;-;-;-;-;1670,16;2782,97;525,09;-;-;-;1237,25;-;-;-;-;-;15472,06;-;187,10;-;-;-;4239,59;-;-;504,87;1042,91;-;-;-;-;52,22;2704,44;679,25;496,87;14211,90;-;-;504,87;2123,29;-;739,46;-;2538,81;-;-;480,87;-;-;7886,44;188,63;651,03;14094,39;-;-;-;-;-;-;-;-;-;-;-;-;-;1537,74;-;-;52,22;-;4962,90;-;-;-;-;-;-;-;-;-;-;-;-;610,85;-;1399,98;3788,34;-;16361,73;21949,66;-;-;1370,91;-;-;14563,33;150147,71
"351710 Glicério";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1355,46;8448,24;-;-;2986,89;-;659,03;393,80;723,67;-;-;-;-;665,38;-;-;5450,38;-;-;-;-;5883,71;-;-;651,87;-;-;-;-;-;1152,17;-;-;-;-;-;-;-;-;-;-;2584,81;-;-;-;-;6047,77;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1672,74;3014,43;-;723,67;9299,63;619,87;-;488,87;-;-;-;-;-;-;-;-;-;-;-;-;-;758,87;-;-;-;-;496,87;1685,22;-;-;-;6063,79;-;1140,86;-;62968,00
"351720 Guaiçara";-;-;-;-;-;-;-;-;-;-;-;-;17949,70;-;-;63,27;-;727,45;-;-;-;-;10258,47;-;4143,74;-;-;-;-;-;2560,26;-;630,58;1088,63;-;-;-;-;538,45;3264,23;3085,63;-;-;52,22;2407,42;520,87;-;-;2109,35;-;-;-;-;-;-;506,21;-;-;-;40,38;-;-;-;23208,65;1358,08;15079,74;1060,33;-;-;-;-;217,83;-;13117,14;676,04;1219,98;504,87;-;539,55;12268,60;974,53;-;-;-;-;-;687,37;-;-;470,85;8552,31;9932,53;-;6171,71;6551,50;-;-;733,68;-;496,87;7195,85;-;993,74;15726,60;1138,15;-;776,48;1539,86;-;27548,41;-;1281,85;-;-;544,87;-;210514,83
"351730 Guaimbê";-;-;-;-;-;-;-;-;-;-;17271,43;19658,12;-;-;-;-;1683,45;1647,87;1764,27;5313,55;-;-;808,30;2350,41;-;525,08;-;496,87;-;-;787,30;13422,54;-;-;853,30;-;-;-;-;-;1321,85;-;-;-;-;-;1239,03;-;-;-;-;-;28206,52;-;-;-;-;-;2384,92;-;-;-;-;7923,93;-;-;-;11557,60;1073,73;1964,06;-;5581,30;480,87;-;-;1052,89;262,54;1765,20;4483,36;47,27;2751,12;-;-;-;-;2571,27;-;721,30;-;33459,62;-;-;-;-;-;1817,46;-;-;-;27436,63;262,54;-;10476,53;1329,28;-;1732,22;-;1592,76;7463,80;3722,02;-;262,54;1124,10;4374,81;-;-;237025,56
"351740 Guaíra";-;-;-;-;-;-;-;-;-;-;5419,95;-;2096,82;1417,03;506,45;7586,15;-;631,63;26347,45;14632,24;943,50;-;622,42;33574,95;77914,10;25512,85;9392,35;9702,98;-;2251,43;-;7505,27;14347,48;5757,62;514,45;302,54;10600,99;47,27;7243,42;6289,28;17656,74;28783,99;2797,41;741,26;-;3283,58;4391,17;1867,86;9450,28;1591,17;21352,32;2606,35;-;7314,77;3796,60;33958,31;14830,33;39171,41;2449,09;44,22;24068,83;13111,24;-;2980,93;1589,15;11055,56;31511,12;5734,96;1702,21;1317,23;6923,93;1278,71;-;593,98;113,01;-;5846,73;-;55,27;6787,02;8642,84;750,24;53483,79;4795,83;82,46;2641,78;1686,53;82,46;10560,83;1472,61;13382,77;8441,55;29345,02;5596,27;5213,24;28696,44;5774,50;611,12;4580,43;-;2161,24;22706,68;1407,21;16764,19;8509,87;7086,88;2253,54;-;2700,63;41102,44;14779,17;7630,42;7561,94;15415,75;11626,57;-;929464,60
"351750 Guapiaçu";-;-;-;-;-;-;-;-;-;-;16681,43;34581,66;2226,34;49120,80;-;118,54;2644,58;13995,39;4660,88;745,30;5500,74;25224,14;2472,05;-;4576,17;530,27;584,30;2109,32;890,25;3695,85;5892,29;1523,22;1272,66;3541,50;-;3020,34;3833,45;1705,30;-;23410,91;3294,89;4449,03;22974,60;11393,90;44,22;22235,30;17395,47;2020,83;867,87;-;6405,91;-;262,54;25048,53;10331,91;3646,49;63,27;465,80;-;16479,89;4417,83;-;3523,42;1822,76;7027,54;1290,89;-;41608,28;5524,10;3061,67;-;15288,95;8212,20;1868,55;3266,90;1683,20;48408,22;14648,55;12573,88;12048,44;5263,65;-;5271,22;936,24;410,81;32722,71;23371,35;49892,77;29069,36;23689,88;7042,44;6078,15;19260,55;26326,16;1524,48;1182,92;933,80;598,09;5218,08;1098,70;-;278,74;198,34;3616,69;3717,16;4078,26;5933,89;1365,36;79,67;1822,98;23750,88;4290,08;10695,03;928,91;-;1285,98;850146,84
"351760 Guapiara";-;-;-;-;-;-;-;-;-;1131,90;643,03;-;903,58;643,03;193,83;-;6667,80;2033,50;-;-;30553,17;3594,84;-;488,87;-;4945,52;488,87;-;2036,90;15754,40;13539,41;11828,12;25439,74;11515,53;-;-;2720,69;-;8450,56;-;193,83;370,90;784,06;-;465,28;32043,06;1436,15;2212,36;185,83;302,54;193,83;-;193,83;-;193,83;-;1029,44;-;-;34166,41;30916,31;185,83;-;9157,30;201,83;-;2789,23;801,93;1807,33;-;8831,08;5851,84;-;16321,41;-;1884,57;2421,54;20707,09;1001,74;504,87;7620,64;698,70;-;1350,06;193,83;572,14;371,66;1096,67;1131,90;824,25;480,87;3540,49;721,30;372,54;-;47703,38;635,03;635,03;504,87;6214,85;1286,06;427,66;1442,61;682,70;1453,40;194,16;193,83;674,70;675,03;12137,03;5613,28;1697,72;982,65;-;-;-;422857,58
"351770 Guará";-;-;-;-;-;-;-;-;-;-;-;-;16406,80;-;833,84;480,87;8595,59;1204,62;1161,64;-;6168,92;9993,11;-;-;2696,29;-;4113,77;8291,75;57542,26;22934,41;-;1648,19;-;-;40212,63;-;779,36;-;4154,56;5001,87;2096,59;4428,07;-;-;-;961,74;45623,11;-;19139,43;8189,15;45961,56;3000,91;250,09;10987,45;37042,90;635,03;13148,11;-;635,03;20287,39;-;11822,74;1263,47;8379,49;-;-;-;-;777,74;-;-;9801,10;429,80;27202,76;1409,26;10604,97;2183,33;-;14528,49;-;-;15152,69;27266,45;7999,80;8359,34;9751,66;35824,96;3541,90;1927,57;7237,73;-;554,73;17158,48;-;-;5627,95;30374,66;733,68;-;423,88;-;20686,35;21306,21;-;7449,92;50216,47;-;25301,96;1821,57;3020,04;84635,41;3504,90;49549,41;-;1981,56;3495,80;937915,27
"351780 Guaraçaí";-;-;-;-;-;-;-;-;-;-;-;-;635,03;-;-;-;35210,57;-;-;836,86;-;-;455,87;8762,55;24868,24;202,22;-;-;193,83;-;525,57;-;-;-;-;-;217,83;-;2003,02;4785,51;31903,96;-;1561,15;-;-;496,87;11324,90;550,85;2495,79;-;-;6490,70;187,10;635,03;-;699,63;2264,13;634,80;9875,59;-;-;2445,21;-;-;-;1058,91;-;2437,54;47795,95;1870,91;-;-;-;-;979,89;-;-;5878,88;2022,12;1069,44;-;495,60;1889,99;-;554,73;-;1499,89;1524,01;2615,30;2026,83;-;635,03;-;71323,79;-;-;679,25;497,65;-;4416,83;-;10787,75;635,03;480,87;-;209,83;37829,88;674,97;-;958,30;9001,76;-;480,87;10465,91;8826,06;-;381886,58
"351790 Guaraci";-;-;-;-;-;-;-;-;-;-;-;-;-;3045,83;4143,18;32477,85;-;3783,32;763,76;2198,34;13342,62;-;-;-;-;60,22;2414,50;-;748,18;2783,90;-;1437,92;-;185,83;-;-;1269,91;512,62;-;-;-;685,04;480,87;7997,44;-;1666,87;1138,15;-;705,31;-;-;-;1943,11;977,74;1224,24;-;5144,72;-;5524,32;3556,84;-;10069,51;459,30;-;180,63;542,97;640,57;-;488,87;163,67;-;2686,77;-;6200,53;3348,93;2163,48;965,40;537,71;1186,14;-;3475,74;2064,25;-;-;-;1540,61;3634,38;886,60;-;3920,36;-;1744,17;2098,93;-;-;-;707,36;-;-;-;-;1156,74;-;-;1156,74;6177,81;-;190,70;-;1241,98;27501,35;2695,36;6638,66;-;3397,64;6474,92;206551,41
"351800 Guarani d'Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;839,43;-;-;959,59;-;-;-;-;-;-;-;74918,65;-;-;-;-;-;2565,91;-;-;480,87;663,19;-;210,03;827,58;-;-;-;-;1178,18;1644,60;-;-;-;-;-;-;3114,55;-;-;-;-;-;-;-;-;-;-;-;572,89;-;-;-;-;-;6223,05;800,11;-;-;-;-;-;-;-;-;657,40;-;14439,35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1588,22;-;-;-;111683,60
