 Produção Ambulatorial do SUS - Brasil - por local de residência
Valor apresentado por Município e Ano/mês atendimento
Período:2015-2017
"Município";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"Total"
"431532 Quevedos";339,97;45,00;2088,21;10718,23;11841,86;12516,68;13726,44;14277,52;18240,27;16563,19;8020,71;8160,96;7885,55;13356,81;10907,37;10460,21;11124,13;16036,94;15253,98;17837,68;18533,91;23221,54;20376,99;17345,15;19128,69;17121,90;16698,38;11134,52;11346,55;15679,11;15157,73;17545,64;12106,50;15299,99;16614,13;14507,64;14884,87;15502,02;12968,67;524575,64
"431535 Quinze de Novembro";-;-;807,09;8313,72;6390,87;11240,90;17232,96;19353,95;16333,25;22145,23;17695,86;16008,26;15714,23;25013,94;21761,29;18471,69;13808,02;11235,81;15347,54;18922,96;24277,52;23261,76;21115,47;24970,93;24957,99;22822,26;24482,48;29523,09;33081,11;34335,07;26911,19;26693,28;25226,53;26160,29;28789,19;29518,76;21354,09;22001,71;19386,82;764667,11
"431540 Redentora";135,00;90,00;2561,55;48790,87;41948,87;36886,56;39138,15;34155,49;37437,05;43503,90;33762,85;42811,69;41132,14;32112,90;51488,48;36331,11;39278,80;40925,02;34699,55;40411,00;36816,48;35133,82;47062,93;46956,96;46155,94;51112,53;36134,62;44022,67;43630,58;41860,88;29645,79;35404,60;30769,92;33988,67;33127,68;27222,00;26067,51;24695,04;33986,50;1381396,10
"431545 Relvado";-;-;32,40;13923,41;12329,52;13641,63;11543,06;10762,91;17525,10;13584,89;14994,71;12581,91;13670,82;12030,88;13547,10;13641,62;11967,39;13105,89;14631,48;12167,58;12783,84;14313,13;13589,40;12991,26;12348,52;11899,87;10586,59;11469,38;10171,13;12751,04;15157,55;12818,39;15358,26;12983,36;16621,19;13012,04;8961,79;10959,58;13878,61;468337,23
"431550 Restinga Seca";1081,98;4810,49;9354,17;73025,38;64959,86;88882,94;76331,28;80038,11;76261,07;75315,45;81597,28;74700,86;67811,15;77170,34;82811,39;81098,29;92506,88;83183,62;100744,41;103583,93;100005,11;85499,17;91242,72;101273,29;94376,86;94654,70;87903,86;97423,60;89890,24;107847,23;93907,98;109443,39;105026,64;136164,05;142387,27;116856,73;110063,03;103397,82;116390,65;3379023,22
"431555 Rio dos Índios";-;-;-;16306,60;17288,10;21849,03;24157,23;21269,63;23206,97;22696,15;24300,94;20066,49;19836,93;17988,18;26464,68;22569,45;19906,69;23680,75;22517,81;27835,45;27572,24;23331,27;22785,35;18004,47;15480,71;14475,62;24239,39;22084,90;21533,73;23351,70;22867,42;20269,02;20848,20;9608,91;25227,81;19975,42;20492,81;21588,97;24287,60;769966,62
"431560 Rio Grande";13,94;51,97;10484,60;1063403,82;1010947,67;1054532,16;1138831,47;1131886,50;1095528,48;1153162,16;1141126,88;1141607,19;1058719,34;1050182,91;1205968,00;1036363,70;1041087,96;1101858,97;1109807,91;1044436,79;1011569,20;1080978,07;1084149,79;1078051,63;1097859,72;1034914,00;1079425,10;1016875,73;984055,25;1066230,86;957976,01;1174653,77;1128615,54;1129439,81;1323822,77;1140635,12;1289684,21;1277843,11;1339964,88;39886746,99
"431570 Rio Pardo";6,97;78,74;293,86;141773,23;132402,28;148133,64;146460,16;135818,88;153666,44;143392,79;145573,24;162342,85;166202,74;174810,79;171143,53;161891,27;191870,18;195807,83;213126,59;226125,85;222972,38;219272,72;219188,28;241443,49;207278,83;215733,33;210691,82;231513,31;221669,70;226793,41;207177,44;218049,13;188101,11;179298,37;215864,47;190634,03;199702,14;217561,40;222617,82;6866485,04
"431575 Riozinho";-;-;325,09;27304,85;25539,28;19304,60;21272,44;13088,06;18662,12;17662,60;20700,46;22144,64;23243,54;16120,27;12076,79;12482,68;15501,53;13443,42;19190,41;18232,77;15870,96;23159,01;20524,83;16879,10;21258,87;18837,02;14559,03;17528,63;14706,71;15807,09;13693,01;15435,32;9666,34;17573,36;19277,53;12788,29;21007,54;12977,72;15456,10;633302,01
"431580 Roca Sales";-;-;97,30;49584,06;55105,18;42331,24;41516,56;53693,29;48245,29;42894,22;65452,97;48071,20;43733,00;35592,81;40532,92;36832,79;39784,49;43499,66;39269,09;36019,79;41394,98;48934,18;58525,59;55701,83;56525,62;46280,74;47069,01;41213,34;40082,55;42207,71;40816,78;57505,11;60480,72;41203,77;51712,89;49820,30;53394,34;48746,05;55839,40;1699710,77
"431590 Rodeio Bonito";-;315,00;7,30;32848,62;27117,02;22870,65;22653,32;27605,97;24691,67;29100,58;26207,50;38290,68;39029,94;36789,41;43036,16;40067,54;40176,65;45451,52;40575,90;43702,16;46326,07;43880,88;48499,48;51438,67;42495,80;48008,74;58718,35;67678,41;50741,60;47792,61;46536,51;51755,03;42087,13;55137,01;63569,63;60037,83;57528,61;58753,89;54808,61;1576332,45
"431595 Rolador";-;-;-;10712,17;9624,09;11298,29;17123,70;13006,91;11739,71;15136,48;15835,74;19523,24;17581,45;18443,01;14118,69;13455,29;12940,55;14608,05;16048,13;19240,90;13321,66;12279,73;16451,99;19239,13;18349,40;16378,55;21912,30;15896,11;13368,30;13379,59;14702,87;18790,27;18786,59;17220,64;19958,77;17557,24;18704,34;19202,69;16144,80;572081,37
"431600 Rolante";-;1239,00;3523,59;121045,57;105001,25;128384,05;102715,17;102406,87;121299,31;127389,19;127971,27;118651,76;123439,29;113485,91;111741,49;100681,47;118490,22;131984,67;130185,73;103352,02;104645,25;98800,03;117792,93;110666,57;106372,32;89143,71;116708,22;116460,57;85216,47;109793,84;137038,83;140762,22;128034,57;125549,13;150317,18;126609,93;131344,24;123636,68;125785,20;4237665,72
"431610 Ronda Alta";-;8,09;1291,53;41698,11;38763,58;47127,74;37818,56;41176,09;38603,16;38182,84;49743,40;48984,47;65318,87;49797,77;52582,13;53094,55;60135,01;62070,37;50139,90;54859,56;61157,72;50343,35;55080,18;54395,14;59067,75;61855,74;62003,29;51250,29;54285,99;49953,37;42445,36;55717,15;40755,37;53283,58;54051,96;55743,64;53931,39;54282,26;45159,58;1846158,84
"431620 Rondinha";-;-;702,35;57301,97;53871,91;49638,56;49187,03;53641,94;46663,99;53551,69;47391,44;50708,12;53742,51;50888,34;58358,08;54856,53;53884,30;59069,66;54194,26;56708,45;60049,80;59232,90;73471,18;70061,02;64486,77;67265,16;69651,86;64464,61;62701,36;55726,05;54333,41;43023,85;51013,94;33452,30;38454,98;52582,73;62953,53;56014,40;54547,39;1997848,37
"431630 Roque Gonzales";-;-;-;41078,48;29467,26;41903,60;34284,47;46962,84;47602,10;48919,49;36804,57;36524,52;31192,24;52255,80;39615,43;37438,50;37234,96;43280,98;38112,98;45126,98;42971,71;44926,48;68775,84;53391,48;55262,31;50844,03;50325,25;51506,54;32576,05;49444,72;47853,77;59607,12;45453,09;45939,87;44207,68;45502,36;40410,43;43726,24;48942,40;1609472,57
"431640 Rosário do Sul";-;159,50;629,00;182084,78;178701,03;199920,03;231626,34;220423,43;198183,80;201221,34;197336,72;245048,95;232400,85;192786,54;191786,83;185308,52;206826,23;187938,94;211444,58;187504,88;187222,65;187530,19;193946,41;194695,71;176795,48;186085,55;221840,86;192525,30;176795,91;216780,79;200116,33;207509,64;268673,12;256624,07;286149,69;227362,67;257572,62;251291,89;242956,34;7583807,51
"431642 Sagrada Família";-;24,00;1277,61;16690,22;14461,33;14591,20;18847,66;28678,61;23053,55;30727,92;22022,84;18468,92;22063,99;18470,30;20621,83;21664,60;19442,09;22711,12;17817,66;18577,92;16645,06;10001,22;16331,56;13428,90;10516,60;13508,82;17230,95;14741,68;12699,64;13980,57;15727,79;21305,77;16836,13;14877,33;13071,63;15188,63;9778,87;12931,29;11508,21;620524,02
"431643 Saldanha Marinho";-;-;495,00;8085,12;10044,00;7024,83;10147,91;11801,65;12437,91;15144,57;14514,39;13863,01;14555,75;19413,91;16283,62;17521,68;12872,29;18317,66;12956,01;14071,41;23219,38;17533,89;25470,43;20902,03;20386,59;26002,08;19397,24;22337,25;16679,60;18179,25;18020,34;19696,45;19872,35;22853,67;20053,95;16158,09;15935,73;16087,55;19362,07;607698,66
"431645 Salto do Jacuí";-;-;1582,30;53906,68;49037,49;47772,90;44652,89;56721,66;56911,77;55342,55;41660,00;46107,14;43893,09;45586,29;53730,12;46096,45;30708,33;27371,14;33983,15;39325,60;48873,48;40119,64;44118,78;55838,79;43477,33;47350,44;39313,72;49453,43;41002,04;43167,58;45536,76;32609,18;49513,56;37465,79;35889,91;41132,11;48157,14;35938,92;46065,18;1599413,33
"431647 Salvador das Missões";-;-;45,00;19091,88;23795,33;32035,68;26244,18;19900,98;13636,70;20754,36;24074,27;19975,62;17432,77;20812,45;21169,46;17479,32;14425,09;20095,08;18069,38;15962,93;17914,31;23012,94;26720,33;19600,82;23811,57;18042,79;17255,90;21129,68;16980,16;21915,53;21625,97;32166,31;27724,96;32792,99;34980,40;29034,19;36196,15;31090,25;28755,27;825751,00
"431650 Salvador do Sul";-;6,97;413,75;32921,93;29558,36;32245,43;30017,93;38575,54;34083,97;35742,13;36971,54;34624,76;36186,46;34258,73;31597,40;34275,12;36898,21;41666,21;32398,94;35054,71;38759,21;41820,93;39622,72;40023,84;43446,02;44673,35;42097,91;35064,68;28238,93;38285,43;32526,57;46999,04;52407,02;52496,58;55009,14;37250,11;40774,16;48042,75;51894,32;1396930,80
"431660 Sananduva";-;116,70;785,63;91577,08;85583,14;93016,78;90340,65;96944,55;84518,03;93050,61;79595,72;104352,24;105928,60;113962,38;94926,30;101885,32;92608,68;102845,65;103581,07;116552,78;116423,14;105430,98;118434,03;113389,07;114599,74;93509,12;97543,98;102052,27;97239,07;113592,93;99111,75;121293,39;118034,87;139573,07;131538,71;116392,93;127363,55;111515,12;116085,93;3805295,56
"431710 Sant'Ana do Livramento";-;-;4750,63;349123,92;329042,95;318910,59;335650,34;337505,14;302311,21;294087,04;290836,49;306650,75;314642,78;277475,99;271472,14;286804,09;308863,60;322152,64;342580,25;368444,21;355886,19;368581,98;402241,93;366995,95;333624,64;348929,00;309650,30;349684,41;331432,80;374186,09;366268,40;391612,60;366178,60;368849,44;372169,51;342476,20;359873,59;348557,07;352881,90;12171385,36
"431670 Santa Bárbara do Sul";-;-;692,86;36508,65;34123,25;34607,61;32477,95;47555,14;45668,88;45696,57;50206,52;43201,28;45486,38;53014,38;52711,88;50851,74;40358,70;36715,07;37831,62;29421,17;38139,33;37799,23;46788,46;49639,85;48119,94;47638,66;40138,23;47868,48;48761,46;49253,80;53065,89;49406,34;60404,85;72584,60;54822,95;54957,16;57875,15;62380,78;57502,57;1694277,38
"431673 Santa Cecília do Sul";-;-;7,30;10749,16;11146,67;8383,59;6289,03;7964,93;10317,99;7719,29;12367,45;8450,23;12352,99;11254,92;13011,05;10426,39;7005,92;9360,64;8776,49;9150,63;5798,65;10732,01;6078,52;6004,84;11116,17;10662,04;8689,64;10574,78;8935,59;10475,09;11008,07;12504,04;15671,86;14962,12;19884,80;17521,81;14634,15;13160,38;15436,12;388585,35
"431675 Santa Clara do Sul";-;-;855,00;21612,42;26305,94;26753,65;24111,21;32558,94;35711,67;24910,03;31678,17;26550,40;28470,64;26915,29;33541,22;22622,59;21600,74;33828,12;30093,66;41992,70;41802,36;38225,18;38739,55;27396,96;29263,34;33152,85;33681,46;32924,69;34714,39;42886,44;30322,03;44306,01;35762,00;35986,83;40341,33;29068,33;28560,52;34843,73;41023,92;1163114,31
"431680 Santa Cruz do Sul";-;894,60;38746,03;772520,00;666829,04;734323,94;683588,44;751004,26;744665,62;677698,98;716352,16;761401,73;669357,65;711360,45;725258,40;726758,36;642580,08;757569,47;712494,23;900338,31;746615,40;727108,29;769010,33;765458,37;742357,90;714843,66;777152,15;818473,83;729095,55;815744,99;813613,93;812670,04;795107,47;829959,84;833001,85;816023,02;830876,85;828908,61;752443,45;27312207,28
"431697 Santa Margarida do Sul";2224,00;2224,00;2290,68;15208,37;14668,45;13698,39;25982,37;12435,84;17670,79;18499,38;14888,68;11035,42;13418,99;12170,55;10733,98;13496,33;12639,04;15659,00;12618,82;14426,52;11535,91;12862,93;13600,95;17320,97;12693,69;11576,62;9305,84;13101,54;7356,60;8656,97;8502,02;10767,67;13148,96;13306,83;17847,41;11260,03;11569,47;14576,65;7338,97;482319,63
"431690 Santa Maria";73652,71;98575,90;202794,61;1425813,42;1287083,90;1396447,18;1277883,82;1475213,52;1535185,09;2104239,59;1378776,57;1629865,93;1477437,00;1426043,57;1390582,09;1383860,95;1443783,05;1576739,52;1574209,68;1461014,03;1437577,22;1391846,02;1465286,63;1440275,99;1367059,20;1391695,27;1369483,62;1511498,89;1270005,90;1418068,16;1339012,98;1445561,26;1339041,39;1466903,00;1495912,71;1359195,05;1505767,57;1376541,43;1298960,39;52308894,81
"431695 Santa Maria do Herval";45,00;141,97;247,50;21694,75;21197,24;32000,15;25964,70;29811,26;21723,04;26233,54;30183,46;33477,25;39539,83;37212,28;28787,59;41707,61;38724,17;38403,89;41520,05;38057,31;49230,13;49947,58;50338,06;36592,34;51903,49;37404,87;37975,14;39547,35;44052,34;39245,58;39565,94;38837,62;42760,18;49302,09;51234,32;40405,21;41949,57;38185,20;30190,21;1355339,81
"431720 Santa Rosa";-;104,60;419,60;562935,92;481704,75;616535,14;559988,95;607655,88;546799,87;778739,44;543371,31;511841,11;590600,61;650266,73;715817,90;514165,93;540785,76;736031,41;764144,20;562109,94;512902,26;541246,18;547863,02;522988,22;522385,96;528688,25;559303,01;542356,65;502356,75;548707,01;513716,44;583957,97;530232,75;534693,58;605059,02;528206,56;579795,82;554728,90;494268,30;20537475,70
"431725 Santa Tereza";-;186,03;1720,91;19863,36;21277,85;22008,31;25746,56;19836,23;18395,74;21470,42;18239,02;24005,77;18727,89;17668,82;15909,93;13409,00;18390,89;18313,75;14776,66;18241,41;16853,08;18638,81;21913,81;14163,78;16134,54;16721,78;7000,66;15931,59;14660,72;17962,37;21215,59;17957,79;14143,03;10500,57;14392,79;10026,80;10585,12;11085,82;11165,72;609242,92
"431730 Santa Vitória do Palmar";-;6,97;906,97;107656,54;79216,48;79160,56;75919,01;73387,02;80751,52;83306,63;91134,21;86203,46;85036,50;94546,10;95161,51;102878,69;103256,84;91933,16;87817,03;81229,03;87441,16;96176,30;105226,12;115824,86;94458,73;89570,35;92071,07;72665,26;84300,72;86364,42;81702,45;102740,87;86026,59;116699,99;148217,80;104261,47;108319,32;129390,46;112221,67;3413187,84
"431700 Santana da Boa Vista";-;-;-;24735,90;18778,43;21687,56;24773,65;27378,15;24684,14;30109,25;27177,78;32371,13;38177,91;39235,62;34470,68;30594,20;28996,80;27346,30;31009,67;23783,16;27189,22;22279,75;24790,53;25199,13;30743,89;29499,44;33646,98;26786,33;26864,02;23954,79;27287,50;33873,19;28746,39;24507,33;23099,56;23903,50;43742,24;38437,15;30602,37;1030463,64
"431740 Santiago";4633,36;13384,74;30746,96;206625,29;189659,06;195584,49;207063,90;200760,81;188873,58;212383,42;265671,24;228707,47;203151,74;217721,06;188854,13;180526,15;180652,34;227864,62;224842,30;241210,87;195963,01;234436,00;219112,91;245677,03;229099,01;238488,14;254187,85;217509,02;214841,66;240482,76;196388,52;255669,02;251916,19;246072,79;272724,40;263348,57;254606,43;249870,31;229890,77;8119201,92
"431750 Santo Ângelo";-;339,00;2925,00;462933,44;445485,21;491660,12;483579,67;491266,79;467651,61;514737,89;461580,80;461917,99;445190,17;455207,57;468576,50;428672,88;447958,65;482348,65;452296,22;445643,58;478459,63;519187,45;561138,02;500131,93;469633,26;522667,87;496677,97;463256,37;480521,74;551508,43;512216,75;558184,57;548503,09;523161,39;551556,26;534890,71;562462,43;574221,92;525595,28;17843946,81
"431760 Santo Antônio da Patrulha";-;1515,91;5152,16;157873,68;162456,56;171522,96;204072,89;177814,33;186069,37;190395,07;297232,20;253242,53;215387,35;257986,12;232505,66;212345,38;195964,10;227521,84;208188,51;239425,48;212451,47;199526,83;212443,45;230031,56;215464,04;217886,98;218909,01;273067,93;225551,10;233478,61;216921,55;250796,09;229449,29;229547,50;243785,72;236160,27;258065,84;252317,49;249587,07;8002113,90
"431770 Santo Antônio das Missões";-;45,00;135,00;41442,69;45553,25;61556,72;50962,17;49318,43;46409,73;55164,51;45792,76;46724,10;53850,86;48729,76;60392,47;47610,78;43201,26;51743,46;46739,91;45645,45;39912,65;48896,40;53941,48;54765,54;53113,55;47682,23;56877,96;59308,63;44580,91;48219,62;54895,16;71502,50;62579,07;54124,80;59942,61;57750,93;65231,94;58089,34;45240,63;1877674,26
"431755 Santo Antônio do Palma";-;-;-;7565,06;10818,16;6274,51;10275,10;7766,64;5529,45;10597,31;11604,88;10987,46;11442,95;10795,28;10388,44;10715,47;20028,21;10499,42;8920,56;12253,64;21697,86;16169,76;16959,50;17258,69;11798,58;14823,61;19473,24;19366,14;19418,73;12703,12;18334,07;17119,26;15902,30;19721,53;19413,62;11856,64;8952,73;24988,18;13644,12;496064,22
"431775 Santo Antônio do Planalto";-;-;-;16037,35;14186,83;14388,32;17714,90;14143,26;15595,16;19280,26;17086,00;17176,30;15924,29;10868,42;22688,93;17228,36;23994,42;21017,22;18659,24;20216,08;22232,25;18121,48;25357,73;18702,33;21393,72;19417,13;21190,55;21027,08;16512,48;14784,34;12478,70;16839,44;17297,68;12773,49;20499,18;21621,77;22164,63;20334,51;21605,26;660559,09
"431780 Santo Augusto";-;-;14,60;49314,66;46530,95;62171,75;61218,14;70325,66;49036,22;62683,75;52046,16;60268,72;60244,21;66363,69;64029,39;77912,48;72125,31;75231,45;71472,31;73428,89;90494,67;61568,11;58757,81;71635,06;65782,67;75121,71;65447,86;60887,75;59770,78;75909,02;91116,44;99650,99;96331,31;104848,53;107274,53;91349,40;104000,37;93468,93;105036,87;2652871,15
"431790 Santo Cristo";-;-;1229,44;85375,46;67542,08;76442,40;78792,62;92968,06;80414,14;85535,41;101828,61;95342,90;90913,05;102678,39;90362,81;74600,27;76971,42;95114,16;79912,98;77351,62;66218,85;67761,83;78315,52;64642,54;71736,88;73310,89;72921,68;69156,06;65407,42;78609,16;69142,65;85421,53;85255,72;83122,95;95535,34;86093,43;91364,60;89922,88;79822,84;2927138,59
"431795 Santo Expedito do Sul";-;-;-;6092,16;8501,27;11353,31;10804,26;10442,42;7588,75;5822,52;7771,61;8763,13;8282,73;11039,70;11221,20;12164,32;10016,11;18880,11;15365,94;11878,27;21961,91;17339,52;12931,49;9502,07;9835,63;17483,82;15960,23;15824,74;14217,67;10791,99;8717,19;11040,40;15028,39;18166,22;22914,66;10772,29;15316,54;22478,83;19731,41;466002,81
"431800 São Borja";51,97;87,05;4972,61;324259,06;316023,52;377743,04;350487,03;327135,41;364506,26;339515,96;321572,78;355046,59;378604,79;360422,78;382026,95;329274,71;349345,31;364774,78;386209,60;359603,39;369901,59;365835,28;357941,66;344043,86;326323,60;347852,66;349296,12;389370,10;339660,76;403741,40;391102,39;409701,15;374929,76;401792,52;386205,43;364399,77;374810,35;402230,85;392399,39;13083202,23
"431805 São Domingos do Sul";-;-;-;25364,88;23595,85;25369,85;23198,16;18540,35;21894,63;15684,64;16963,67;15861,45;16902,32;22454,38;18979,51;17394,81;16730,66;21040,78;32936,42;27613,35;25028,71;26140,39;27795,31;28958,14;26247,64;18722,15;13433,12;17094,80;18699,66;18941,94;22774,37;29479,12;29586,44;34577,52;18513,14;22762,45;25648,66;35937,36;26499,89;827366,52
"431810 São Francisco de Assis";2397,28;16502,89;16103,32;78470,21;62417,72;70934,30;92149,68;81273,61;83635,61;83971,44;77145,55;80237,53;85818,21;83140,26;75957,41;65921,90;78535,13;92057,79;81833,71;79350,64;95979,79;90447,32;96514,38;84873,77;99001,54;98908,32;86882,45;70906,31;76399,28;87343,68;75976,04;81895,60;89977,49;85913,27;81371,51;98788,89;101863,03;97277,50;87598,90;3075773,26
"431820 São Francisco de Paula";-;45,00;3329,67;79231,55;86190,80;84796,03;75597,59;91207,36;81917,26;82244,67;75245,60;71175,09;74454,49;84568,02;76783,67;60377,82;63583,58;83833,11;69943,57;85712,00;96405,94;67214,37;83883,73;82667,09;76879,07;76694,21;88048,44;85351,59;63814,17;83620,57;112447,64;99469,62;89110,25;88087,55;101733,90;90792,83;110842,30;106388,87;114235,54;3047924,56
"431830 São Gabriel";4647,90;9532,59;21872,13;317090,97;276787,19;295228,71;286066,75;320726,73;319680,61;315954,01;298644,33;312433,02;295325,75;346250,84;355336,98;298911,10;299843,83;336718,07;311127,55;316557,43;306717,85;293175,93;323863,77;306234,10;306792,51;339331,03;374126,22;398321,69;319508,13;367961,18;332288,92;390535,89;392468,46;370241,58;346961,43;324381,68;336022,21;311367,01;311058,40;11790094,48
"431840 São Jerônimo";-;45,00;2356,14;91796,09;89181,00;99424,97;95643,41;97368,06;101212,03;100163,47;103249,70;104141,54;92130,90;107698,03;103567,42;102418,79;87707,38;99767,38;98335,18;114557,89;97288,58;97783,94;106837,64;106093,01;107452,61;100975,70;120510,50;130515,20;111652,42;113508,43;124339,64;125135,37;118377,14;119784,89;144372,22;123587,41;140484,64;126830,42;121995,94;3928290,08
"431842 São João da Urtiga";-;25,13;165,46;32993,34;26365,35;26503,07;24304,52;28770,48;29451,66;30660,55;24740,07;27878,13;30584,40;27276,32;24249,26;30724,73;27172,77;31962,29;38210,85;29798,08;54922,58;35481,12;43483,77;40603,04;38506,59;32924,87;41791,67;31929,47;30292,96;35329,48;47792,22;51162,91;52913,02;55668,04;37100,97;39016,37;28977,28;36982,40;28685,59;1255400,81
"431843 São João do Polêsine";104,08;45,00;640,00;18508,00;22386,32;24305,93;27399,44;20609,05;25402,08;22734,67;24493,10;20463,51;19858,05;17139,73;13895,78;17290,92;26913,26;18619,49;21640,96;16701,73;17875,02;18955,72;28588,62;27539,27;17735,21;18887,92;13591,69;13353,16;17459,94;26272,96;18954,51;16807,06;16950,55;17251,64;19258,99;16521,06;27172,22;19105,01;17475,89;728907,54
"431844 São Jorge";-;-;151,01;24993,26;14937,10;17304,29;19625,65;18176,35;11559,56;16902,96;16052,11;17420,37;17005,99;19100,51;20692,54;19885,59;16263,54;16564,02;17164,53;21299,26;17821,38;19942,89;17209,52;17614,27;15566,94;18806,40;21140,53;14879,43;15597,80;16069,14;14800,71;16205,73;15442,09;14367,36;11646,78;15039,05;8895,37;8940,49;11436,71;596521,23
"431845 São José das Missões";-;-;418,04;8623,45;7019,16;8654,14;7916,63;9041,70;11621,58;7177,59;7721,27;8923,64;7789,26;7060,23;16453,92;10204,56;6453,21;11303,52;8058,10;9617,99;5475,66;21357,82;19975,58;13902,70;14544,44;17346,15;15234,28;14428,60;13837,58;10629,75;14992,39;15956,16;13747,86;14768,81;20022,31;19052,94;17223,68;22886,01;15107,30;454548,01
