 Produção Ambulatorial do SUS - Brasil - por local de residência
Valor apresentado por Município e Ano/mês atendimento
Período:Jan-Ago/2020
"Município";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"Total"
"411995 Pontal do Paraná";368,00;765,43;15137,03;156580,84;174576,69;161130,53;116322,66;131222,82;128406,24;119960,73;134666,31;1139137,28
"412000 Porecatu";-;45,00;56,80;96381,98;89795,47;94687,37;56431,91;80173,81;73927,68;75226,10;83325,46;650051,58
"412010 Porto Amazonas";-;-;2884,44;29896,23;26949,98;28637,28;26327,49;25929,98;30188,03;33649,42;27299,87;231762,72
"412015 Porto Barreiro";-;667,90;131,42;33619,81;34566,46;37046,36;26915,22;27741,32;38056,50;35592,64;27033,85;261371,48
"412020 Porto Rico";7,30;27,27;2343,63;19806,07;26563,63;17340,50;13130,23;12952,10;11824,53;18588,84;12449,77;135033,87
"412030 Porto Vitória";-;-;1581,60;45877,96;44853,73;32135,90;33264,94;24208,16;21556,64;22945,53;29979,05;256403,51
"412033 Prado Ferreira";-;-;-;25046,06;30215,78;39453,88;24554,40;21344,91;18770,81;18764,76;21810,59;199961,19
"412035 Pranchita";-;45,00;365,97;39586,90;37408,62;41003,90;29528,19;29940,12;32855,68;40103,60;32675,33;283513,31
"412040 Presidente Castelo Branco";11,00;45,16;760,58;15216,64;19718,74;13887,40;9852,30;19676,07;15867,71;16256,08;11188,68;122480,36
"412050 Primeiro de Maio";7,30;45,00;-;54480,16;74570,92;81373,10;42541,39;43174,36;41602,19;44729,10;40764,68;423288,20
"412060 Prudentópolis";-;45,00;5924,78;249876,07;284582,60;254772,68;154326,40;152771,58;142569,11;161584,20;183346,53;1589798,95
"412065 Quarto Centenário";24,00;-;1060,66;49564,02;23986,88;24881,43;16065,47;27081,32;23559,47;28892,54;28958,57;224074,36
"412070 Quatiguá";-;-;238,54;48637,70;57435,03;67987,43;49570,11;51909,53;31397,20;41227,78;43980,03;392383,35
"412080 Quatro Barras";-;681,96;8869,32;151034,47;145827,26;139502,64;120379,02;139796,10;136060,50;106609,32;111376,90;1060137,49
"412085 Quatro Pontes";-;129,63;131,42;20828,55;24767,90;23160,23;20178,44;14574,20;17548,38;14093,51;21147,30;156559,56
"412090 Quedas do Iguaçu";-;1116,93;3006,48;125827,19;121498,90;122709,46;113572,30;134670,43;127691,14;107735,54;98379,97;956208,34
"412100 Querência do Norte";61,97;80,07;2105,87;38518,97;46294,76;48992,50;33646,13;35034,29;44263,21;45796,30;61481,74;356275,81
"412110 Quinta do Sol";-;7,30;173,88;41416,29;41102,15;29190,19;32772,36;26245,31;35034,16;30157,89;30136,25;266235,78
"412120 Quitandinha";-;-;2047,76;100542,80;114743,17;115037,45;107731,24;92849,52;78900,79;80904,48;88747,71;781504,92
"412125 Ramilândia";-;-;2892,13;24037,31;21708,96;21463,50;11365,58;9313,70;15498,87;12616,96;14582,56;133479,57
"412130 Rancho Alegre";699,40;758,80;1145,23;35014,79;33715,46;35075,40;27747,34;34034,53;24435,72;28821,04;29755,62;251203,33
"412135 Rancho Alegre D'Oeste";-;134,94;162,13;14224,54;13023,48;8336,93;1735,89;8538,15;4127,37;5257,87;10538,92;66080,22
"412140 Realeza";-;642,11;1208,44;81936,51;93630,52;86419,72;57809,95;68409,99;69051,03;89842,54;75891,07;624841,88
"412150 Rebouças";276,00;423,86;17577,07;133976,93;132843,41;114679,88;79117,14;86469,43;79196,34;91755,82;96660,92;832976,80
"412160 Renascença";-;43,21;59,00;50404,00;53812,94;57403,08;36430,54;37653,70;30603,01;35016,32;46131,14;347556,94
"412170 Reserva";-;184,19;14925,72;94005,48;95218,48;76140,83;62495,99;48344,75;74887,87;55872,65;55117,72;577193,68
"412175 Reserva do Iguaçu";-;-;14,27;42571,48;53375,41;51836,26;29582,90;33289,85;28596,19;27361,69;32550,63;299178,68
"412180 Ribeirão Claro";-;-;659,50;87251,60;94346,18;87393,86;64816,95;57719,43;52421,85;60183,37;68364,13;573156,87
"412190 Ribeirão do Pinhal";2126,94;1280,84;7096,66;102221,36;109055,67;110714,77;75934,31;72061,51;82578,06;78863,16;77455,75;719389,03
"412200 Rio Azul";-;770,10;1126,50;57723,23;62388,74;86578,11;46868,40;52198,63;66373,98;44722,98;51981,78;470732,45
"412210 Rio Bom";-;-;-;44893,71;43499,22;30163,07;12527,66;7693,68;10924,92;12032,77;9950,09;171685,12
"412215 Rio Bonito do Iguaçu";-;-;1091,52;54788,34;65325,84;60935,43;50063,37;49649,79;43168,81;53999,43;46827,71;425850,24
"412217 Rio Branco do Ivaí";-;-;194,63;24347,75;21549,56;19176,82;9168,72;15687,67;13415,99;10921,36;13683,97;128146,47
"412220 Rio Branco do Sul";552,00;364,02;4666,82;164449,15;169043,02;166708,43;121494,51;123238,88;128202,72;113172,99;104971,34;1096863,88
"412230 Rio Negro";44,54;125,00;10153,57;147086,59;112621,01;123367,80;129351,77;105949,16;112704,75;108670,41;126082,91;976157,51
"412240 Rolândia";-;7,30;450,70;427253,46;399170,98;421544,74;388866,48;361436,77;332420,30;344762,41;319286,51;2995199,65
"412250 Roncador";-;175,65;2368,34;61630,58;70062,92;66129,93;57407,70;51785,32;52753,88;45108,81;45236,23;452659,36
"412260 Rondon";-;210,49;1124,43;81071,19;64550,04;72369,99;45668,30;53517,58;59510,56;59071,60;67659,88;504754,06
"412265 Rosário do Ivaí";-;-;7,30;42364,99;64884,88;55129,91;31219,59;24200,56;31550,84;29062,55;25396,60;303817,22
"412270 Sabáudia";-;7,30;14,60;73215,77;65742,69;49654,76;37550,82;43034,90;64417,29;45454,09;47706,56;426798,78
"412280 Salgado Filho";-;-;45,00;14962,42;21688,39;18463,40;15124,80;14534,22;21533,69;21077,19;23072,91;150502,02
"412290 Salto do Itararé";-;-;351,84;40188,29;44129,45;33301,28;18478,93;21811,68;24466,73;30362,57;26452,24;239543,01
"412300 Salto do Lontra";-;722,53;248,96;84107,51;89804,38;81918,31;57732,05;55995,19;64101,99;70061,77;80798,51;585491,20
"412310 Santa Amélia";1473,06;1083,40;1814,52;30428,71;27697,66;21645,79;16518,69;18247,76;22077,89;20285,70;24363,17;185636,35
"412320 Santa Cecília do Pavão";266,04;369,36;1140,69;55381,43;49480,74;56093,84;26019,05;27051,32;36720,53;35763,83;31573,96;319860,79
"412330 Santa Cruz de Monte Castelo";36,17;54,80;1860,27;49982,53;73641,50;56324,87;39370,90;35574,45;52076,88;40482,84;55230,78;404635,99
"412340 Santa Fé";159,44;410,60;951,93;70680,20;87390,79;74228,92;53607,41;65146,40;67539,18;78019,84;52356,71;550491,42
"412350 Santa Helena";24,00;158,97;1313,24;175994,21;152525,03;194551,29;154273,11;142317,65;161277,45;130276,26;159413,31;1272124,52
"412360 Santa Inês";-;-;63,30;6497,10;7124,99;14636,67;11653,98;2453,93;4242,84;7511,30;7510,45;61694,56
"412370 Santa Isabel do Ivaí";106,15;22,00;861,35;64835,97;78135,08;63739,32;46619,25;43018,59;46838,07;41368,53;53170,41;438714,72
"412380 Santa Izabel do Oeste";-;37,94;271,91;84840,87;86156,96;98429,78;54345,08;71292,19;55251,09;78321,81;48794,75;577742,38
"412382 Santa Lúcia";48,00;7,30;1677,79;22940,72;27643,39;21001,35;18416,35;23229,61;20966,62;21557,92;15521,93;173010,98
"412385 Santa Maria do Oeste";4238,43;6075,51;7301,69;39478,46;40702,67;33136,86;17892,81;25483,77;20919,04;17524,53;19687,12;232440,89
"412390 Santa Mariana";1177,12;694,80;1625,25;146083,75;133008,41;122440,52;108178,52;104746,89;95668,86;104345,22;126547,33;944516,67
"412395 Santa Mônica";7,30;110,26;149,70;26269,75;24073,13;20659,54;12383,38;14720,84;25673,89;19426,83;24824,29;168298,91
"412402 Santa Tereza do Oeste";24,00;1471,29;4196,56;94121,15;94649,39;87152,98;99156,49;89642,69;77212,94;94805,69;71486,54;713919,72
"412405 Santa Terezinha de Itaipu";-;317,00;10421,39;166426,12;146985,24;177454,03;131310,04;150689,83;151241,36;154218,79;137037,88;1226101,68
"412400 Santana do Itararé";-;-;774,98;33363,62;32049,26;30232,08;16832,71;27925,58;24880,21;27518,82;26332,69;219909,95
"412410 Santo Antônio da Platina";-;-;13860,20;354880,74;358612,88;290242,72;212153,97;232557,10;212802,29;221702,27;275472,62;2172284,79
"412420 Santo Antônio do Caiuá";14,60;39,87;238,41;44789,92;43414,28;50182,44;28933,66;29010,86;33539,83;36430,02;37303,80;303897,69
"412430 Santo Antônio do Paraíso";246,18;266,04;1306,99;27924,46;29084,43;29644,44;24541,77;26700,00;21657,45;21647,39;25159,18;208178,33
"412440 Santo Antônio do Sudoeste";-;24,00;274,31;138929,44;162734,18;148902,28;115426,22;108971,39;141590,61;142361,65;145380,93;1104595,01
"412450 Santo Inácio";53,00;20,00;227,67;40804,74;34992,24;39171,26;24151,39;16638,99;20999,92;24958,52;26579,33;228597,06
"412460 São Carlos do Ivaí";11,00;796,73;596,41;77939,17;59248,51;55448,21;34580,84;38108,33;41316,81;39333,77;50582,20;397961,98
"412470 São Jerônimo da Serra";24,68;-;1483,60;73443,46;63061,56;67006,11;46983,28;44330,40;54053,24;63921,55;45680,01;459987,89
"412480 São João";-;-;700,00;57710,60;52637,04;56417,83;32693,74;40142,77;49354,87;59452,83;47048,19;396157,87
"412490 São João do Caiuá";28,87;1060,01;379,91;43987,12;44927,74;51715,41;44054,36;39267,20;47117,03;49993,87;54648,94;377180,46
"412500 São João do Ivaí";-;2137,66;1724,86;70097,56;89725,79;89745,33;50460,90;49448,59;59839,31;66273,69;61018,32;540472,01
"412510 São João do Triunfo";7,30;3030,60;6654,06;58497,31;75838,96;61918,02;32263,18;39361,50;30126,71;39411,37;43219,97;390328,98
"412520 São Jorge d'Oeste";-;-;2375,77;69809,47;60516,39;64663,92;40599,85;51502,01;45276,25;50552,65;34444,56;419740,87
"412530 São Jorge do Ivaí";119,16;183,36;713,15;41580,55;40272,22;40908,73;23399,33;26240,28;31343,99;35631,54;31749,83;272142,14
"412535 São Jorge do Patrocínio";-;-;12083,25;56423,35;130106,32;68089,34;41434,73;33751,16;30218,82;39610,76;47562,72;459280,45
"412540 São José da Boa Vista";-;-;568,04;39059,00;36365,31;24303,19;10332,35;12289,87;15395,70;16343,00;17164,74;171821,20
"412545 São José das Palmeiras";-;-;172,55;35222,12;27646,25;36120,21;30024,24;35210,87;31291,86;33460,03;25075,53;254223,66
"412550 São José dos Pinhais";19350,63;27558,64;136441,78;1645127,65;1605213,25;1629369,39;1400926,32;1483985,26;1386697,29;1435089,80;1504755,04;12274515,05
"412555 São Manoel do Paraná";-;-;-;23747,54;29595,47;24331,56;14868,48;21450,84;30373,09;28012,33;31699,92;204079,23
"412560 São Mateus do Sul";-;97,44;3737,43;164427,34;194886,50;187929,74;174560,22;125416,95;164236,75;122894,70;151752,02;1289939,09
"412570 São Miguel do Iguaçu";-;251,33;13281,88;228909,08;211888,43;202178,68;146941,19;180473,88;178563,80;181463,82;166496,55;1510448,64
"412575 São Pedro do Iguaçu";-;-;862,72;60790,92;49865,44;61049,72;52371,48;55364,16;54027,07;56502,37;51591,41;442425,29
"412580 São Pedro do Ivaí";-;-;7,30;54405,36;61537,05;68229,16;35610,17;40569,26;38053,56;41472,74;50242,66;390127,26
"412590 São Pedro do Paraná";7,30;145,56;429,11;19662,27;16438,39;24436,35;15308,10;7783,59;15554,24;12208,57;19721,76;131695,24
"412600 São Sebastião da Amoreira";620,76;394,04;4031,25;62985,04;86855,78;78853,89;63715,12;73558,05;67525,80;66420,69;86549,82;591510,24
"412610 São Tomé";288,26;130,44;1882,77;49127,43;59934,49;50551,19;27423,37;29112,77;34440,98;23585,84;31453,40;307930,94
"412620 Sapopema";172,76;-;346,77;36459,46;51640,87;39032,43;44634,69;41907,93;51038,59;43818,04;36923,29;345974,83
"412625 Sarandi";3192,09;4440,29;16028,48;463042,84;404780,07;391522,97;398398,05;360968,88;387364,71;431408,78;423355,07;3284502,23
"412627 Saudade do Iguaçu";-;-;984,70;42986,18;26088,71;48534,30;25759,26;18537,92;28038,53;34387,97;28193,49;253511,06
"412630 Sengés";-;-;9374,28;56564,43;66865,73;65417,49;30819,37;45113,89;46845,76;51559,33;43480,05;416040,33
"412635 Serranópolis do Iguaçu";-;-;1400,00;39981,13;42195,22;53397,73;35358,36;48608,29;37988,39;41833,56;36572,64;337335,32
"412640 Sertaneja";1591,02;1000,16;1950,85;91218,04;86560,15;94901,11;72284,31;79380,12;79387,30;72121,90;80583,57;660978,53
"412650 Sertanópolis";-;24,00;1022,41;68276,46;78711,29;70334,76;80074,42;58913,80;64145,95;67460,12;65317,80;554281,01
"412660 Siqueira Campos";-;1254,22;2515,89;149904,28;189966,71;132502,62;90838,14;92887,76;103167,71;105673,92;112487,46;981198,71
"412665 Sulina";-;-;-;29538,29;20412,55;28762,98;18674,71;15140,83;16690,18;25110,75;34660,23;188990,52
"412667 Tamarana";-;-;45,00;57505,23;56131,13;58888,64;41563,54;37184,62;38966,67;51280,77;42463,42;384029,02
"412670 Tamboara";-;-;170,13;46934,99;59945,53;52246,88;31926,66;35025,43;22181,99;36994,27;43236,50;328662,38
"412680 Tapejara";-;108,44;5599,84;111045,57;87605,93;103846,24;74625,09;77375,97;91459,22;82411,08;104638,51;738715,89
"412690 Tapira";-;-;9249,60;50271,86;50370,94;52028,75;42947,67;39911,09;40989,08;44031,81;39074,53;368875,33
"412700 Teixeira Soares";184,00;1149,00;1709,84;55396,81;56804,36;58168,65;44018,68;41711,12;44999,36;38326,17;46942,91;389410,90
"412710 Telêmaco Borba";651,30;4141,49;67711,26;294886,86;336339,65;291004,32;215922,53;204685,20;231618,24;277749,39;257054,31;2181764,55
"412720 Terra Boa";-;-;1769,19;153874,08;166232,37;136697,13;102114,66;105818,16;125749,13;159203,81;143551,31;1095009,84
"412730 Terra Rica";597,00;147,41;1056,11;122519,25;128843,10;127788,97;77407,78;101794,75;98843,43;107943,80;95174,46;862116,06
"412740 Terra Roxa";-;78,21;4262,88;160622,10;151113,54;118698,14;132417,72;132017,72;118110,48;97556,04;115239,18;1030116,01
"412750 Tibagi";-;1558,62;13098,38;107287,70;98312,73;83632,75;74702,58;84529,49;94695,77;65171,99;77288,57;700278,58
"412760 Tijucas do Sul";-;1125,00;11390,66;115812,98;130821,93;138418,83;82487,59;94663,06;92141,11;79505,12;105008,49;851374,77
"412770 Toledo";1298,35;584,74;29649,11;731118,22;770953,90;697356,36;644714,41;598017,39;683995,96;616146,80;600440,32;5374275,56
"412780 Tomazina";-;-;3079,04;64336,18;61209,97;64407,73;29293,83;30709,90;28030,65;32574,84;35477,32;349119,46
"412785 Três Barras do Paraná";-;327,51;4239,24;64697,33;74899,40;76698,49;52142,15;78517,83;75283,10;79159,61;69442,36;575407,02
"412788 Tunas do Paraná";-;397,06;237,25;15450,19;21164,79;17258,57;14664,16;15085,43;14462,11;14015,42;15902,07;128637,05
"412790 Tuneiras do Oeste";-;-;6006,40;78106,22;89995,90;75221,13;41244,56;48932,07;55537,67;67450,73;72839,26;535333,94
"412795 Tupãssi";-;-;5119,00;45930,35;47771,42;57036,58;54142,22;45535,67;52538,38;52983,70;46227,50;407284,82
"412796 Turvo";-;571,90;3582,08;86220,72;107672,21;94233,88;61537,88;50839,36;70581,54;59082,04;66335,12;600656,73
"412800 Ubiratã";-;136,21;4232,81;182469,87;174923,57;179130,06;121792,62;154290,66;162776,39;154077,77;178021,25;1311851,21
"412810 Umuarama";218,36;180,85;233719,46;955263,15;962971,87;948376,77;797261,04;785663,32;872703,58;915858,93;939451,21;7411668,54
"412820 União da Vitória";1035,16;4050,70;35003,05;330497,46;298374,40;279307,83;250626,49;228382,76;270229,20;245641,13;281308,78;2224456,96
"412830 Uniflor";-;-;7,30;28477,44;24576,67;20898,02;17554,03;17878,87;19541,19;19562,00;17624,61;166120,13
"412840 Uraí";660,30;674,72;3122,16;82251,12;94791,97;90877,59;93319,47;76016,35;73552,76;77576,60;96717,01;689560,05
"412853 Ventania";-;135,00;1958,20;47666,12;41758,72;41477,77;30079,68;36132,59;42961,20;47297,48;30612,14;320078,90
"412855 Vera Cruz do Oeste";-;251,35;720,06;57702,37;49446,30;67094,91;52123,26;54542,70;47323,54;43972,90;48111,85;421289,24
"412860 Verê";-;-;323,74;64778,19;64697,92;59061,93;42397,39;38693,52;47675,02;45170,43;47833,91;410632,05
"412865 Virmond";-;7,30;43,21;32759,59;25243,40;27523,32;19857,11;16282,22;16415,48;20423,24;19124,44;177679,31
"412870 Vitorino";-;-;66,00;44807,40;54633,82;45271,38;24682,27;35330,46;42373,18;46209,99;39079,06;332453,56
"412850 Wenceslau Braz";-;-;5036,55;134601,77;145859,87;111773,43;68795,72;62038,33;59693,80;67078,25;100388,96;755266,68
"412880 Xambrê";-;-;6026,45;22800,13;25485,50;24159,27;20111,67;21620,24;21967,14;36700,24;16488,30;195358,94
"410000 Município ignorado - PR";-;-;-;9100,00;3186,84;1181,13;2985,00;3368,73;3350,00;11212,73;5612,73;39997,16
"420005 Abdon Batista";79,75;79,75;79,75;24826,31;8136,51;15737,65;5397,98;7728,00;12749,24;10809,81;7528,45;93153,20
"420010 Abelardo Luz";-;-;2989,96;145207,55;114947,91;90638,16;67683,95;68108,45;73679,49;71842,62;87164,12;722262,21
"420020 Agrolândia";348,50;79,75;2344,35;65238,20;114079,45;58101,31;57103,52;51840,02;53217,65;51316,81;54157,61;507827,17
"420030 Agronômica";20,00;480,10;6265,50;46527,73;43951,68;28612,07;27181,77;30601,82;24848,46;27743,04;33102,60;269334,77
"420040 Água Doce";-;-;7,40;61458,30;37309,22;28571,32;31083,91;26150,06;45028,11;33952,69;35028,08;298589,09
"420050 Águas de Chapecó";-;-;1418,14;48098,26;46362,59;42071,80;38327,68;34653,20;31262,98;44341,35;26432,60;312968,60
"420055 Águas Frias";-;-;603,00;12539,58;17814,45;10934,39;4996,31;7160,81;18566,99;19091,71;9846,20;101553,44
"420060 Águas Mornas";135,00;441,50;2572,93;49932,09;41685,20;36503,21;22458,73;22391,90;36645,96;32258,81;28407,50;273432,83
"420070 Alfredo Wagner";1512,15;1964,55;4579,00;90366,34;67421,70;51091,95;23774,65;37612,77;26362,61;32125,51;25214,79;362026,02
"420075 Alto Bela Vista";-;-;-;24690,48;27908,41;23998,82;17588,75;14419,31;20984,33;29320,25;29191,32;188101,67
"420080 Anchieta";-;774,97;2983,76;95246,95;43919,65;34716,26;20885,00;29556,79;48504,16;30178,14;37764,89;344530,57
"420090 Angelina";-;-;1312,00;29164,62;20321,59;25495,99;22478,68;12551,20;20395,15;20563,77;21033,33;173316,33
"420100 Anita Garibaldi";-;571,50;571,50;27213,56;31434,82;29666,77;28754,80;22037,79;24935,93;16472,42;16368,81;198027,90
"420110 Anitápolis";2648,50;2379,75;628,21;25143,86;24105,17;15310,94;5795,76;10262,27;15590,18;14609,27;15232,84;131706,75
"420120 Antônio Carlos";-;1895,10;5479,86;41280,68;38510,82;31112,64;38675,88;44581,51;44886,96;37023,29;32901,75;316348,49
"420125 Apiúna";-;-;15838,12;36300,23;53266,73;48299,42;44985,57;42867,15;60232,25;57414,49;52030,71;411234,67
"420127 Arabutã";-;-;1688,65;63511,25;28896,40;30073,17;15736,17;146995,94;24734,42;24340,03;26403,77;362379,80
"420130 Araquari";-;2467,30;25561,91;106008,87;117884,11;134653,58;105089,95;95969,33;108806,87;121124,90;84361,50;901928,32
"420140 Araranguá";-;2413,40;2527,24;412499,63;447378,81;401027,29;361062,57;323299,90;373867,76;357723,30;356011,80;3037811,70
"420150 Armazém";-;79,75;3112,02;39686,92;51353,04;40695,95;51352,54;38685,12;49127,86;47267,56;27218,50;348579,26
"420160 Arroio Trinta";-;-;6,97;20577,39;22636,43;24777,09;11373,42;21825,33;19951,86;15652,32;12801,58;149602,39
"420165 Arvoredo";-;-;302,07;25698,05;28630,16;13652,55;10024,36;7361,48;15091,10;20996,59;13738,94;135495,30
"420170 Ascurra";-;-;6296,82;52002,87;65266,22;53086,27;49988,38;57086,84;59208,81;56336,91;38197,38;437470,50
"420180 Atalanta";-;1062,65;1062,65;21515,73;44862,50;13706,27;22863,65;15005,06;11225,80;12204,87;12867,21;156376,39
"420190 Aurora";159,50;1208,90;230,54;24326,91;46199,75;22215,81;28488,46;21425,42;26966,38;35900,50;24877,18;231999,35
"420195 Balneário Arroio do Silva";-;1011,18;1322,31;52956,73;77569,64;57129,25;41001,24;51596,13;62645,60;67873,18;67990,55;481095,81
"420205 Balneário Barra do Sul";-;58,94;6827,26;49086,94;51744,69;50103,04;45058,73;52682,67;44247,78;54693,48;47776,68;402280,21
"420200 Balneário Camboriú";989,44;5354,28;113152,44;897811,16;910769,55;555889,68;431694,17;672908,42;730935,56;752870,67;733236,18;5805611,55
"420207 Balneário Gaivota";-;1826,55;1395,90;57402,07;82534,46;42572,67;51403,78;60547,90;49645,22;49353,00;45675,60;442357,15
"421280 Balneário Piçarras";-;209,79;5647,28;142123,22;143176,31;137900,13;109448,05;122917,54;133236,21;118646,89;118564,03;1031869,45
"422000 Balneário Rincão";-;1175,70;3764,24;71408,35;125129,44;66315,10;62738,23;65458,96;69497,06;73432,31;75459,52;614378,91
"420208 Bandeirante";-;-;1448,50;18488,30;17259,82;11156,62;11818,71;12346,79;24754,24;13088,08;17498,28;127859,34
"420209 Barra Bonita";-;-;3376,85;27591,82;27782,56;11495,21;11115,65;7428,81;16914,52;11852,55;10902,72;128460,69
"420210 Barra Velha";-;1588,04;29017,82;147831,45;168390,02;165936,95;123920,40;157408,69;189301,31;148230,67;121782,96;1253408,31
"420213 Bela Vista do Toldo";-;-;11,10;13092,53;17509,06;21808,07;18788,39;20724,74;24420,67;27753,07;27630,39;171738,02
"420215 Belmonte";-;-;-;20699,58;14490,13;22039,56;16217,88;15981,62;20589,98;19544,36;19961,37;149524,48
"420220 Benedito Novo";-;415,80;19757,76;45206,34;48634,03;32594,89;35511,68;44229,96;34932,25;51038,15;46302,37;358623,23
"420230 Biguaçu";529,25;4729,72;27617,71;386523,80;463273,68;394205,47;311302,33;337405,58;368430,93;377083,81;351208,24;3022310,52
"420240 Blumenau";1142,88;481,45;107222,65;2825211,26;3149945,89;2565861,54;2063393,04;2177510,22;2444387,79;2480304,34;2392792,05;20208253,11
"420243 Bocaina do Sul";-;-;-;12658,91;12312,38;11533,34;16785,76;14501,03;16725,14;20698,04;19793,18;125007,78
