 Produção Ambulatorial do SUS - Brasil - por local de residência
Valor apresentado por Município e Ano/mês atendimento
Período:2018-2019
"Município";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"Total"
"421550 Santa Cecília";-;-;19,87;81001,51;74139,82;80970,61;81757,16;86808,01;84687,28;79390,93;87324,48;78592,91;76612,53;70813,14;71885,60;67875,57;69288,43;76728,95;111719,74;66078,14;70138,83;77668,13;73365,49;76960,87;73452,51;90140,27;63622,63;1871043,41
"421555 Santa Helena";-;-;2174,20;22283,01;16355,75;17854,32;43220,27;31461,22;25002,44;23663,12;33518,40;22543,86;51940,46;29895,01;24258,15;21787,17;30156,56;29415,35;26818,33;31084,18;19851,08;28092,25;38406,93;22297,34;29254,88;26030,63;14217,99;661582,90
"421560 Santa Rosa de Lima";-;-;-;14637,73;13947,30;8874,73;9700,75;9308,44;14221,02;9079,70;11972,73;8709,74;11987,48;14089,34;11029,50;6194,12;6683,23;6410,65;11268,08;14628,24;9117,18;9969,07;7637,17;12283,69;10529,26;13947,56;12531,42;258758,13
"421565 Santa Rosa do Sul";-;-;-;42566,79;36684,94;35255,97;37122,37;61631,71;36284,15;31380,96;43788,64;40848,73;33035,09;41116,40;32549,97;34440,73;51277,05;88015,86;40707,15;54448,09;49725,71;38067,90;40563,14;56593,44;40516,54;46558,91;81377,69;1094557,93
"421567 Santa Terezinha";-;-;-;11779,03;11181,23;11447,70;9716,19;9413,13;38494,99;9929,46;10542,41;9631,27;11097,40;10832,85;8013,13;6642,13;8234,93;6416,09;7507,38;39572,61;12502,08;43578,53;19184,68;12301,38;17478,87;15038,96;18098,61;358635,04
"421568 Santa Terezinha do Progresso";-;-;603,00;31187,47;24278,13;20747,19;32461,29;28460,38;23336,88;26424,41;25811,60;21074,76;32752,07;24271,23;22887,44;14981,05;13722,91;19940,27;25194,01;34499,08;23735,06;23520,88;35558,06;27113,33;25915,75;37201,14;21728,10;617405,49
"421569 Santiago do Sul";-;-;-;12681,59;13228,60;20839,51;18555,97;16190,87;11058,30;10710,72;10211,57;7512,11;12501,49;13043,87;11726,00;7507,90;10464,60;8369,19;13987,26;27134,20;21969,44;27728,33;26801,84;27353,17;20623,86;18235,95;19338,22;387774,56
"421570 Santo Amaro da Imperatriz";-;1977,30;3406,01;92474,72;92910,97;150079,49;140608,43;164819,22;166259,61;145610,33;152299,90;136613,66;211355,83;189857,58;115806,24;158564,76;130862,66;143528,25;134526,36;140392,29;132753,36;194707,28;129800,37;150856,91;155569,63;137251,93;124244,22;3497137,31
"421580 São Bento do Sul";-;7144,60;11708,29;395369,95;408364,67;586460,53;442758,63;512093,47;472848,88;569741,61;489848,88;474202,88;497687,67;485305,53;455046,67;456422,97;496076,38;520442,58;554689,79;612299,33;537805,63;561917,68;517668,52;514739,54;528455,27;536266,78;437689,16;12083055,89
"421575 São Bernardino";-;-;-;28617,19;15444,09;23092,02;13743,71;19493,51;10221,25;26237,28;11006,97;13701,92;15590,09;15083,92;16239,91;14319,29;11027,33;16186,27;11319,13;31717,64;20483,38;17833,42;21208,92;22942,59;27858,19;28246,87;16755,77;448370,66
"421590 São Bonifácio";-;-;830,75;17747,05;16521,18;19097,19;15254,07;20135,36;15701,70;13828,24;15783,46;17407,94;29508,92;28117,35;9703,12;17537,57;16040,27;17215,57;18653,77;25049,91;17865,21;23827,18;21044,05;27941,62;31056,77;33437,20;24417,84;493723,29
"421600 São Carlos";-;-;141,37;52216,90;53776,71;55483,16;101385,51;67537,52;58742,48;73974,37;62216,97;60637,91;66619,42;67397,53;47846,12;47938,24;81271,63;61956,66;72648,12;82721,45;58217,64;89088,74;110990,65;85486,10;91920,67;92939,77;62956,46;1706112,10
"421605 São Cristovão do Sul";-;-;-;13006,86;7106,94;9638,95;15616,51;12332,86;11471,33;11636,79;15610,60;13162,61;13755,11;10378,00;11366,59;11615,76;13910,14;15373,72;26332,12;12389,27;14793,27;17666,91;11908,66;9829,47;12957,53;10513,90;14894,26;317268,16
"421610 São Domingos";184,19;1356,19;3541,65;72168,90;57241,52;64925,02;69519,19;64317,33;60431,60;60166,27;57045,66;57361,58;80924,26;62276,42;53426,15;53189,55;71283,38;109501,79;88380,86;98827,01;62600,25;73379,40;74213,23;86133,36;94267,90;80152,87;67812,56;1724628,09
"421620 São Francisco do Sul";633,00;17524,78;38022,06;182227,54;177985,38;196168,72;188825,91;422727,82;401273,38;280454,58;220138,11;195460,47;223642,83;215556,23;198382,55;240879,07;231743,26;218963,17;239592,17;218184,39;212408,37;252366,00;258289,96;254329,35;238810,23;216541,30;270378,94;5811509,57
"421630 São João Batista";-;1200,00;8227,36;123384,18;87450,60;121937,73;129527,48;116092,39;128347,90;115269,16;130226,63;129635,22;140739,17;158847,43;137100,02;146303,62;135650,41;141609,59;157301,08;185335,79;144531,68;164390,77;137863,45;146192,42;158701,80;140205,87;112972,08;3299043,83
"421635 São João do Itaperiú";-;1343,61;5057,24;11532,26;10416,69;11938,81;8738,13;14102,87;21208,26;13340,56;21348,00;23362,12;21338,24;19484,67;30279,69;17017,68;22904,54;17645,14;25838,57;22928,09;19268,87;45419,70;27726,32;31409,59;23190,02;34246,09;23309,15;524394,91
"421625 São João do Oeste";-;598,49;3958,41;61858,27;58690,79;69048,21;62034,23;52035,21;61409,05;51064,52;57494,01;52276,01;74419,38;68270,56;47693,20;48177,40;43028,18;65973,41;53340,74;83738,00;54063,58;52546,83;69317,19;49043,77;78472,97;50716,85;44151,93;1413421,19
"421640 São João do Sul";-;-;52,30;54031,17;38959,09;37760,30;30082,37;57746,31;33147,25;35792,39;51501,16;44032,95;41094,78;41095,29;37838,40;52908,28;38244,26;100279,46;39079,76;52890,62;34601,28;38140,56;39320,93;65039,61;37436,25;49755,25;57252,56;1108082,58
"421650 São Joaquim";-;-;-;78375,80;55366,64;80941,76;74588,04;110822,40;81353,14;85736,19;89772,32;79521,42;120526,22;99111,82;82870,63;83431,00;83796,00;101158,73;102542,94;88955,66;100289,04;102800,28;109381,28;90044,02;88410,65;106423,53;88568,38;2184787,89
"421660 São José";64,00;8400,94;84583,44;1169090,18;1173099,90;1256414,58;1282521,86;1217130,72;1229731,69;1352587,48;1292730,12;1232357,58;1601605,89;1446302,85;1271822,41;1366722,84;1314440,28;1418690,52;1500801,57;1497427,85;1427870,65;1752471,72;1446609,67;1405669,64;1559258,60;1544623,32;1279765,17;33132795,47
"421670 São José do Cedro";-;-;684,93;61645,55;35340,32;41176,37;89415,67;77855,85;81714,66;93181,48;92664,43;85543,01;118016,66;97166,61;66635,66;62537,07;80888,03;115164,85;94223,17;107671,54;85259,20;100026,33;126408,14;99392,24;109083,96;74507,09;73958,76;2070161,58
"421680 São José do Cerrito";-;-;-;16804,19;16188,54;16424,32;42218,98;38506,15;34055,00;38876,06;50024,89;39351,68;61001,67;29554,71;25558,10;43856,82;38545,62;40101,96;47340,24;59871,72;48535,40;46122,20;44248,09;46708,08;38007,17;43831,53;49487,12;955220,24
"421690 São Lourenço do Oeste";-;-;356,48;268153,66;90290,26;111613,85;115163,22;135296,72;107420,86;243750,05;115999,75;120819,95;161964,65;121632,12;113935,22;104583,78;167924,22;112592,94;98601,78;192343,63;104475,73;107354,39;122995,05;126969,10;149364,74;127263,42;118546,46;3239412,03
"421700 São Ludgero";-;159,50;3467,91;58736,70;56111,87;53074,62;50450,33;68679,45;65060,56;56734,17;75764,65;68941,37;82690,11;74911,43;49747,33;55382,66;69222,23;68984,79;83863,04;80989,43;70099,15;74667,25;73847,06;82656,96;76105,95;72908,36;60733,61;1633990,49
"421710 São Martinho";-;-;4469,40;20800,12;17001,87;14822,25;16923,82;22538,27;19070,05;15699,37;15192,12;15144,31;18693,58;24893,57;26790,38;21670,41;18385,50;18074,59;24075,13;19914,75;11082,84;35157,42;14787,51;22852,66;11856,78;19021,25;8693,76;457611,71
"421715 São Miguel da Boa Vista";-;-;2889,94;35500,10;16255,77;17863,44;40670,97;24830,11;17108,85;18160,70;22750,71;22266,92;22927,23;21399,64;19908,70;16969,48;22306,33;32454,21;23009,07;26513,15;22377,80;25198,01;34701,94;23573,07;60718,53;26173,91;29846,69;626375,27
"421720 São Miguel do Oeste";-;150,00;8095,64;307932,50;239429,94;291745,72;344250,98;322072,20;296552,15;288493,88;318699,17;329655,72;379155,85;345553,49;320765,50;268407,35;297940,76;342055,29;337008,83;517150,21;350801,27;375189,93;417360,33;322838,50;406073,50;328085,63;269632,81;8025097,15
"421725 São Pedro de Alcântara";-;932,00;1909,90;20474,39;24393,14;20627,95;26257,90;20912,41;22073,47;28642,55;26418,66;25704,06;34981,54;35756,68;20818,89;38997,87;23962,93;23586,04;31992,63;29712,05;27214,09;41603,64;37508,66;47872,96;37151,64;37491,34;30130,67;717128,06
"421730 Saudades";-;571,50;5320,97;64611,45;52616,69;61918,71;73165,20;52115,27;52593,72;65058,12;68862,04;62846,51;88431,57;79450,64;56467,18;42359,56;52685,46;79289,45;52787,39;74912,55;59419,82;60360,84;87132,20;71061,83;116399,26;71583,53;60999,39;1613020,85
"421740 Schroeder";-;5625,47;6161,89;64474,31;73093,14;155316,48;81236,47;93886,71;94778,24;115881,89;121411,00;88433,66;94864,13;89920,38;84396,96;98354,08;91171,63;86630,59;87110,83;98205,26;73208,42;87123,30;82943,27;95643,39;91825,10;79379,10;80361,11;2221436,81
"421750 Seara";-;-;1459,71;48504,89;59199,27;69631,84;66158,01;62220,40;60556,84;76682,68;86091,36;75573,12;75381,33;98788,23;73024,44;81278,25;73299,06;75184,06;134222,93;101241,18;96564,42;89308,27;108315,66;109363,35;141075,47;127558,04;107979,26;2098662,07
"421755 Serra Alta";-;2100,00;4611,35;33603,55;32512,18;35444,52;38640,96;39018,59;34036,36;35308,79;32885,73;30612,19;38929,38;37856,64;31823,28;24124,91;48169,68;45727,56;43774,50;61070,20;36453,34;30503,34;37433,49;30432,25;28560,87;29151,38;18892,81;861677,85
"421760 Siderópolis";-;-;239,66;75942,12;72769,94;69548,65;71215,88;66991,03;85954,38;79576,24;73511,17;62261,78;77931,39;76390,57;102253,57;70329,96;73985,20;111417,54;85455,90;79919,82;75619,42;80601,71;83582,37;85835,41;93526,90;98980,63;88179,42;1942020,66
"421770 Sombrio";-;79,75;267,08;106006,12;100240,02;130654,92;134711,93;133500,09;115434,64;154816,79;139800,33;100631,24;138116,92;138806,39;156542,22;149758,29;151908,11;194009,36;136476,33;168070,79;129584,34;149952,65;139585,69;135882,47;111736,86;123808,72;191747,91;3332129,96
"421775 Sul Brasil";-;-;301,50;26681,07;16339,76;19855,81;21556,45;22176,27;22599,85;23265,22;22977,13;20278,29;22104,45;23970,83;20546,17;17622,27;24876,33;32830,69;19816,85;26837,66;26211,45;21375,16;28302,16;21259,88;31371,20;21893,03;17518,90;552568,38
"421780 Taió";-;-;393,36;60798,51;42816,07;58161,63;62069,83;63755,63;152367,41;75657,86;109472,68;65258,44;76715,58;65285,15;58114,86;56289,18;59325,74;65077,22;94568,07;131623,67;72282,58;110593,58;65713,27;68106,16;78766,66;77500,45;61703,71;1832417,30
"421790 Tangará";-;3300,00;5730,00;46058,08;39530,10;39530,73;47770,90;65900,17;60985,61;52169,54;50354,30;51074,52;42965,34;57577,37;43167,17;44375,81;71552,74;75625,06;78136,94;70060,51;73733,14;85165,81;57351,62;69875,25;76331,41;75592,53;77419,65;1461334,30
"421795 Tigrinhos";-;243,94;341,44;28794,54;15749,17;16868,77;27886,83;20899,27;18925,72;18706,90;22458,03;17516,90;25409,22;21297,96;16758,86;14472,94;20650,23;28618,92;19930,95;31864,52;14687,50;23213,61;26901,82;18458,08;31427,90;28609,08;13580,60;524273,70
"421800 Tijucas";-;6034,39;15424,13;178112,16;174216,59;188679,78;200708,67;197503,88;227002,07;209891,85;241455,71;250443,10;303334,68;263280,85;236420,09;237703,71;194544,38;267308,12;225705,37;270107,74;194066,71;293379,71;217308,38;237341,35;243988,70;249796,07;193381,83;5517140,02
"421810 Timbé do Sul";-;-;151,38;39725,08;31591,88;36182,32;34267,72;75071,81;43282,52;26710,14;31766,60;29269,08;28770,71;31349,17;27778,54;25186,01;28540,68;58114,67;37501,77;61718,42;37693,38;36806,61;38228,33;41098,83;36202,75;37872,74;49030,72;923911,86
"421820 Timbó";-;333,00;11548,18;188995,43;194993,08;215367,26;229246,93;247567,82;237417,74;262242,69;587624,74;241840,65;225954,77;259359,32;244384,36;205927,84;201399,48;251337,04;359905,65;316706,86;227914,61;221645,80;267652,95;314139,48;211779,67;241580,15;194193,53;6161059,03
"421825 Timbó Grande";-;-;-;5527,85;9011,98;8835,45;8513,54;12429,17;12485,76;13706,76;11800,92;14592,81;20611,40;18284,83;19065,42;18766,23;20154,74;21809,18;27289,09;28849,11;27602,95;33424,91;23969,39;23976,31;29302,70;37791,09;27196,54;474998,13
"421830 Três Barras";-;-;5659,25;84379,95;91131,48;153652,57;127403,98;116227,34;135935,26;125936,95;114486,21;150491,64;130121,10;130715,97;108392,81;121408,79;129545,72;147436,79;128699,40;146240,65;110210,44;116432,72;112781,27;163762,56;108998,12;98428,93;102784,53;2961264,43
"421835 Treviso";-;-;-;17538,40;18754,25;19944,41;18248,36;21006,17;17737,98;18588,32;24667,63;19667,23;19172,30;14297,96;20860,74;11798,04;12889,75;17815,01;32104,31;14812,29;13234,81;14171,12;10046,64;10761,44;19263,86;20442,36;15539,95;423363,33
"421840 Treze de Maio";-;1529,75;1609,50;16771,34;14393,82;15727,13;18946,15;16766,74;18033,01;16068,66;10773,46;11942,92;16135,82;27391,81;19909,40;18234,03;17246,23;23357,04;35725,32;25479,28;27217,49;53242,80;24222,07;47509,34;25127,84;31783,58;28858,35;564002,88
"421850 Treze Tílias";-;-;265,62;29237,85;30168,27;29098,80;25367,60;32046,48;42174,78;39218,28;36469,18;28371,44;29428,81;28106,25;35383,87;36831,50;39229,19;37233,20;39475,50;27299,01;43024,73;50136,99;31721,67;32288,13;40657,80;32428,32;42373,74;838037,01
"421860 Trombudo Central";-;-;2381,33;27522,20;12858,23;9831,39;15624,42;17098,17;40364,60;26908,56;26626,53;25417,50;31430,15;31297,96;26581,36;23968,47;26559,04;19153,99;19437,77;52303,94;22715,12;38056,93;18097,08;24768,26;23841,08;42291,41;24462,76;629598,25
"421870 Tubarão";1850,95;7636,95;62487,65;474368,03;433205,20;503644,44;549944,20;538168,20;549734,14;522047,05;558584,89;536612,44;524082,52;659683,96;465020,09;563794,71;484553,94;554276,96;620445,21;607940,27;459235,01;771051,27;588344,47;751622,52;596410,49;691532,53;507753,63;13584031,72
"421875 Tunápolis";-;-;579,70;51390,27;31164,03;38517,81;54079,91;48631,91;45173,69;40842,11;41363,36;39668,16;48396,30;37441,42;30141,43;32516,07;30798,27;44528,25;43806,66;67599,90;40698,96;26896,19;42951,62;30391,30;47197,88;43006,08;24045,61;981826,89
"421880 Turvo";-;-;-;50503,83;53817,98;49066,84;48898,57;58226,04;58767,16;59468,76;66091,51;56106,83;56790,83;52279,95;44872,16;61485,34;54902,76;95235,60;64282,96;77839,94;53386,00;50830,87;60595,87;93546,98;55572,08;54742,79;83826,67;1461138,32
"421885 União do Oeste";2100,00;3000,00;5215,75;18732,79;11456,11;13516,66;27105,72;16379,28;16851,50;41397,11;23235,94;21271,65;33444,79;27702,17;19355,95;18310,99;38431,72;28549,76;23677,26;37468,16;28239,41;26614,83;30228,85;26292,62;29664,49;25427,29;20907,22;614578,02
"421890 Urubici";-;-;301,50;31974,89;17616,17;21817,10;23694,82;35557,46;28358,97;47419,63;42630,55;49255,49;67524,44;48760,34;41670,51;50815,18;66266,86;43132,35;57300,31;67980,95;43800,16;54093,21;29798,83;23950,87;27041,75;27268,21;35542,26;983572,81
"421895 Urupema";-;-;-;13410,49;7311,24;6962,44;14875,06;17471,53;6481,71;5955,32;7013,82;15295,41;26748,57;17602,17;15208,52;12943,39;14401,49;11998,65;18359,29;13917,61;14971,47;42350,62;14347,95;12703,35;12668,79;13268,21;22145,26;358412,36
"421900 Urussanga";-;-;6375,03;125830,25;119930,00;119783,26;118385,26;139891,37;146755,34;129517,38;123684,52;106037,30;115169,19;142957,49;173177,07;109182,25;118285,55;158341,73;166262,94;148384,90;119622,43;140813,29;132693,68;134008,24;122692,61;155045,90;152114,81;3224941,79
"421910 Vargeão";138,63;-;329,40;20067,70;17970,60;24164,73;20838,99;17752,09;15189,97;40610,31;18370,29;19251,02;46029,77;21197,98;28090,67;23322,68;35010,99;29958,57;38380,61;39801,01;22311,24;26198,46;32792,45;31435,66;32551,79;16307,76;24717,85;642791,22
"421915 Vargem";-;580,00;109,18;14894,49;8581,63;9291,68;32241,03;9950,79;15648,28;15213,93;20943,94;15782,99;19915,55;23206,76;20354,07;20127,72;17204,06;23894,91;22221,55;24257,54;30725,03;32128,61;35192,20;43661,86;52034,91;48378,40;39670,35;596211,46
"421917 Vargem Bonita";-;-;2340,18;24783,11;25337,13;30665,24;26702,13;25921,29;30758,83;33943,87;31720,57;20601,86;24230,54;35173,26;28556,92;27423,67;28445,95;37680,49;32422,21;30066,13;29985,87;28257,97;36659,81;24822,76;27014,15;25666,86;24954,08;694134,88
"421920 Vidal Ramos";-;-;45,00;20125,69;36939,16;19344,92;17412,92;18048,19;52343,39;17484,80;15864,30;17086,02;23438,07;14655,75;30480,57;11669,12;17730,19;14057,27;24417,39;24262,95;11757,76;33018,12;15768,78;18833,47;12648,32;36021,02;16392,94;519846,11
"421930 Videira";-;-;5902,35;206929,11;234112,40;248484,64;252620,64;279210,00;267384,35;249571,07;227664,90;212626,50;238430,20;244957,80;235168,53;218670,45;219233,54;265037,32;279846,82;282314,92;306502,94;317288,61;330636,60;347403,34;383298,56;359693,31;303059,19;6516048,09
"421935 Vitor Meireles";-;-;2561,00;16092,85;13917,05;21785,12;17301,86;17975,28;29096,97;12880,38;16848,58;14879,85;12507,18;9384,42;12877,53;8992,36;7857,23;17567,10;11450,84;14214,30;6199,05;12179,63;6876,11;10376,97;10943,12;7201,12;6326,25;318292,15
"421940 Witmarsum";-;-;1810,28;7518,55;7409,05;11146,89;16674,85;10139,13;20523,88;9075,39;17296,85;17996,85;16071,75;14461,00;15502,43;13296,15;18200,30;11791,17;18139,85;39467,96;17540,89;18358,49;17580,14;20583,71;8419,34;18977,68;14175,19;382157,77
"421950 Xanxerê";3465,75;10364,50;17397,25;261836,75;226942,93;206204,11;281340,83;236667,32;210660,32;276937,86;278467,64;281071,69;346587,21;320781,51;271894,22;275730,76;322012,12;293322,86;294165,87;483136,26;273366,84;277179,42;298522,77;278837,35;369136,74;303391,14;252677,65;6952099,67
"421960 Xavantina";-;-;165,12;7363,75;8208,30;9002,39;17665,01;12705,97;7725,04;9598,31;12639,55;13604,16;13023,34;12001,09;25538,11;15564,77;10903,42;15410,49;30318,38;21195,70;25242,38;51067,70;27189,76;40680,12;23746,39;33777,08;29963,19;474299,52
"421970 Xaxim";693,15;671,70;4736,24;145729,56;129729,23;148084,83;142753,78;149101,11;152372,30;183621,42;180635,15;163706,39;213191,18;193898,26;192843,34;191633,40;195879,31;218846,12;206914,81;261745,07;211780,14;218197,50;274068,10;206253,01;264535,67;233730,58;192325,49;4677676,84
"421985 Zortéa";-;12,47;-;16021,37;18223,97;22199,04;13977,76;17045,17;18842,02;14244,39;15683,72;10832,03;14686,08;17297,82;15078,56;21037,20;20280,73;25465,40;19371,60;23075,93;25687,87;21119,72;25408,13;26736,69;23930,88;29532,02;19901,28;475691,85
"420000 Município ignorado - SC";-;-;-;-;12,97;-;59,66;316,37;65,46;-;-;77,83;79,54;-;413,67;1551,30;6515,30;1075,96;1047,76;377,56;2869,75;577,74;1259,80;945,90;1064,12;1207,39;1390,29;20908,37
"430003 Aceguá";-;45,00;540,00;12232,58;16175,77;23822,61;19822,73;24100,86;26087,48;34622,26;21842,86;25857,25;21041,84;20347,27;17185,89;17130,67;19749,76;15301,13;16459,25;17976,78;23512,64;30301,34;22295,14;23171,12;26419,01;23424,60;26632,06;526097,90
"430005 Água Santa";-;3,37;708,39;29449,38;23454,55;35031,10;27496,33;30598,13;33121,56;30483,39;30953,21;22839,85;33739,16;27159,26;30611,93;28680,56;30574,00;30335,72;30652,76;36170,83;27603,85;29635,47;32476,12;28276,78;30680,93;27606,40;35940,63;724283,66
"430010 Agudo";1203,00;4650,00;4224,28;91339,36;91260,16;96184,74;86965,74;73638,56;84584,94;92923,53;99980,16;98382,11;99271,24;120629,04;88446,82;105645,10;99377,00;88041,55;109492,09;86170,70;89841,68;87227,34;97185,89;70679,02;79026,78;93568,35;75117,61;2215056,79
"430020 Ajuricaba";-;-;-;48460,67;47899,25;41724,94;47475,50;49522,47;62592,54;58254,60;62163,73;54947,38;45904,15;49822,54;55810,08;48690,31;62651,17;39914,69;54421,81;57925,29;46406,76;48794,69;44514,98;46567,11;68625,61;56208,20;65085,71;1264384,18
"430030 Alecrim";-;-;1844,16;48811,13;45586,05;57957,56;70541,23;73232,24;56896,54;67111,38;53385,85;42041,83;43846,13;53020,26;55607,99;40610,17;44627,63;45187,22;62037,28;49688,66;44226,37;37915,70;45464,20;46576,17;45548,47;50708,23;55611,41;1238083,86
"430040 Alegrete";695,00;9162,00;41541,20;419517,21;348594,65;410073,31;436694,76;414722,86;412226,65;449238,89;463744,32;462756,60;464617,84;451544,02;434691,61;426349,60;500975,38;495778,48;525982,86;530331,73;516697,21;594240,44;522551,12;571726,33;599880,54;453841,30;425003,44;11383179,35
"430045 Alegria";-;-;-;38799,93;38362,34;34730,45;44760,38;36200,49;41289,79;36618,31;30821,33;27581,09;27988,10;28823,37;30449,35;25883,11;29072,71;30746,36;25380,44;31516,05;38627,28;33465,03;42827,02;41490,76;38843,07;34498,27;40335,68;829110,71
"430047 Almirante Tamandaré do Sul";-;-;978,09;16663,79;17558,28;26209,29;26911,09;17563,52;13465,92;24335,44;24328,89;13782,09;18725,39;21278,81;24664,05;27004,63;19651,87;20771,43;19097,55;26538,96;30811,44;29698,84;30231,74;29313,60;28873,10;27454,71;31779,74;567692,26
"430050 Alpestre";-;-;-;44150,27;47254,78;45768,77;48283,53;55168,70;64303,77;56798,74;66845,17;63716,81;72110,52;69018,13;50952,81;52998,58;54635,57;56284,58;70144,91;54808,10;42871,23;44956,92;51049,02;50003,50;48621,23;52739,02;54024,87;1317509,53
"430055 Alto Alegre";-;-;-;18111,44;13518,18;16180,10;16505,61;15691,85;15202,68;17663,46;20526,54;10964,03;15023,05;12384,11;11014,18;14564,16;9216,48;11454,99;12938,74;13359,26;12220,65;10281,77;11676,30;14589,50;10621,24;13275,91;13299,55;330283,78
